gene_name	Chromosome	seqnames	Cell Type	LSK- WT rep1 (FPKM)	LSK- XistΔ/Δ rep1 (FPK	LSK- WT rep2 (FPKM)	LSK- XistΔ/Δ rep2 (FPK	FoldChange_1	FoldChange_2	FoldChange
Trem3	chr17	autosomes	LSK-	62.6770707	77.20788568	21.86658699	29.44218536	1.231836217	1.34644631	1.289141263
Treml2	chr17	autosomes	LSK-	10.01020856	10.20389943	5.774169996	7.926745011	1.019349334	1.372793842	1.196071588
Oard1	chr17	autosomes	LSK-	35.68994284	38.08804897	37.26670766	40.11572359	1.06719277	1.076449359	1.071821065
Unc5cl	chr17	autosomes	LSK-	1.299127559	1.31630348	1.410947553	2.700356721	1.01322112	1.913860451	1.463540785
Plcl2	chr17	autosomes	LSK-	12.6157345	16.69473642	13.10416922	17.29124649	1.323326551	1.319522528	1.32142454
Kdm4b	chr17	autosomes	LSK-	11.53173415	12.48117668	9.86770874	11.61974306	1.082333023	1.177552294	1.129942658
Gtf2f1	chr17	autosomes	LSK-	91.5425862	95.74961084	59.93599861	117.7222715	1.045957022	1.964132979	1.505045
Nudt12	chr17	autosomes	LSK-	4.17582518	4.524517297	5.063003879	5.297865954	1.083502566	1.046387892	1.064945229
Wash1	chr17	autosomes	LSK-	12.06175894	13.0105455	10.32823234	13.75183756	1.078660714	1.331480268	1.205070491
Ndc80	chr17	autosomes	LSK-	21.76112442	23.10285164	18.43728614	20.12274392	1.061657072	1.09141572	1.076536396
Xdh	chr17	autosomes	LSK-	2.809279876	3.391957362	0.79021577	1.631273688	1.20741169	2.064339576	1.635875633
Cebpz	chr17	autosomes	LSK-	26.98530147	27.96003042	19.86828102	27.28261585	1.036120736	1.373174449	1.204647593
Thumpd2	chr17	autosomes	LSK-	15.20591513	16.94723727	14.66614844	16.79910514	1.114516103	1.145434005	1.129975054
Riok3	chr18	autosomes	LSK-	30.60631223	32.77762247	27.08033897	29.71401941	1.070943217	1.097254338	1.084098777
B4galt6	chr18	autosomes	LSK-	15.0214097	17.20192484	3.950156418	4.727316953	1.145160487	1.196741711	1.170951099
Trappc8	chr18	autosomes	LSK-	12.40791542	13.02421422	8.499781166	10.23463408	1.049669809	1.204105597	1.126887703
Rnf125	chr18	autosomes	LSK-	30.06147012	30.73802298	32.63036104	33.45127796	1.022505648	1.02515807	1.023831859
Gm15972	chr18	autosomes	LSK-	2.88678562	3.360577382	1.704516535	3.008272101	1.164124332	1.764882909	1.46450362
Rprd1a	chr18	autosomes	LSK-	2.668466363	3.083118111	1.770541042	2.987636484	1.155389535	1.687414419	1.421401977
Tslp	chr18	autosomes	LSK-	5.910990348	5.989665069	4.591624	5.289737421	1.013309905	1.152040633	1.082675269
Snora74a	chr18	autosomes	LSK-	1.105408268	1.605837397	0.465346405	1.430620114	1.452709776	3.074312164	2.26351097
Pfdn1	chr18	autosomes	LSK-	51.06534592	58.39959945	63.91893044	64.52221959	1.143624867	1.009438349	1.076531608
Hars2	chr18	autosomes	LSK-	19.20369014	20.71818982	17.52780038	20.62053862	1.078865034	1.176447596	1.127656315
Rell2	chr18	autosomes	LSK-	1.032214851	1.352889986	0.521440794	1.030546141	1.310667042	1.976343534	1.643505288
Arap3	chr18	autosomes	LSK-	6.905635611	7.818638019	5.3904892	11.60300815	1.132211205	2.152496316	1.642353761
1700086O06Rik	chr18	autosomes	LSK-	2.254323024	2.256433007	2.637984291	5.202336746	1.000935972	1.972087841	1.486511907
0610009O20Rik	chr18	autosomes	LSK-	15.56859947	16.74818044	14.70669409	18.73914267	1.075766672	1.274191369	1.17497902
Srfbp1	chr18	autosomes	LSK-	29.97069334	32.4789669	26.25333469	35.88151985	1.083690875	1.366741417	1.225216146
Gramd3	chr18	autosomes	LSK-	6.096082601	7.011437448	4.032168546	4.594185246	1.1501546	1.139383236	1.144768918
Aldh7a1	chr18	autosomes	LSK-	9.320122476	9.57110546	10.93253378	11.80841368	1.026929151	1.080116825	1.053522988
Slc12a2	chr18	autosomes	LSK-	1.654212955	2.413025193	2.89699549	3.626123593	1.458714965	1.251684238	1.355199601
Cd74	chr18	autosomes	LSK-	79.30737947	84.821504	11.06965371	19.93992683	1.069528518	1.801314417	1.435421467
Grpel2	chr18	autosomes	LSK-	7.723650947	8.20778976	7.583329187	8.888842528	1.062682638	1.1721557	1.117419169
Sh3tc2	chr18	autosomes	LSK-	1.649834014	2.049152273	1.542408085	2.651689045	1.242035414	1.719187723	1.480611569
Napg	chr18	autosomes	LSK-	9.750633998	10.1667688	9.043420767	9.329396434	1.042677717	1.03162251	1.037150114
Psmg2	chr18	autosomes	LSK-	81.21253963	83.82299356	102.293347	119.0865321	1.032143484	1.164166933	1.098155208
4930549G23Rik	chr18	autosomes	LSK-	1.44656013	1.502473151	0.680827007	1.587248351	1.0386524	2.331353391	1.685002895
Hdhd2	chr18	autosomes	LSK-	20.08901721	22.15250062	19.99876742	20.15858855	1.102716991	1.007991549	1.05535427
Pstpip2	chr18	autosomes	LSK-	7.310746104	9.443819457	4.882169733	5.890127017	1.29177232	1.206456829	1.249114575
Mbp	chr18	autosomes	LSK-	12.47442864	12.47731036	15.5295039	16.58731101	1.00023101	1.068115963	1.034173487
Zfp516	chr18	autosomes	LSK-	2.740824235	3.141007266	1.118076401	1.361466983	1.146008279	1.217686896	1.181847588
Tshz1	chr18	autosomes	LSK-	9.478296004	10.93354122	5.399541329	8.71232464	1.153534476	1.613530504	1.38353249
Timm21	chr18	autosomes	LSK-	37.82849997	38.75827974	40.52896729	41.28158858	1.024578817	1.01856996	1.021574388
Tcirg1	chr19	autosomes	LSK-	63.56130997	70.99900937	22.03469957	34.71279582	1.117016144	1.575369599	1.346192871
Aldh3b1	chr19	autosomes	LSK-	5.721332531	9.19850308	1.853692746	2.170194042	1.607755367	1.170740969	1.389248168
Pitpnm1	chr19	autosomes	LSK-	7.766849124	8.064962832	4.259488761	7.178712199	1.038382837	1.685345966	1.361864402
Rad9a	chr19	autosomes	LSK-	35.41466596	37.04361823	28.55125365	35.98141442	1.045996545	1.260239388	1.153117966
Pold4	chr19	autosomes	LSK-	4.199865539	4.35972952	3.443797139	4.027780001	1.038064071	1.16957528	1.103819675
Adrbk1	chr19	autosomes	LSK-	126.6510872	140.0306341	94.46522397	109.0450903	1.105640995	1.154341098	1.129991046
Pcx	chr19	autosomes	LSK-	4.391876061	4.799218475	5.000699865	5.621872041	1.092749069	1.124217048	1.108483058
Eif1ad	chr19	autosomes	LSK-	62.62457954	65.57245251	70.72861485	73.0037175	1.04707214	1.032166651	1.039619395
Sipa1	chr19	autosomes	LSK-	55.48160696	55.89100177	30.37483524	45.77022729	1.007378928	1.506846932	1.25711293
Scyl1	chr19	autosomes	LSK-	38.33674923	40.35237363	23.34037807	34.23199807	1.052576821	1.466642827	1.259609824
Syvn1	chr19	autosomes	LSK-	31.86212343	39.41270793	26.54132825	29.51945301	1.236976814	1.112207073	1.174591943
Fau	chr19	autosomes	LSK-	2.07382729	2.803155014	1.405093283	1.899176413	1.351681998	1.351637244	1.351659621
Vps51	chr19	autosomes	LSK-	34.14917469	34.68836642	27.43095398	31.01479075	1.015789305	1.130649367	1.073219336
Men1	chr19	autosomes	LSK-	56.2216463	66.44997407	48.0740012	58.39965428	1.181928642	1.214786638	1.19835764
Rps6ka4	chr19	autosomes	LSK-	15.88653798	15.96095727	17.13834898	20.44623944	1.004684425	1.193011035	1.09884773
Ccdc88b	chr19	autosomes	LSK-	12.86076427	15.965113	5.937660875	10.62653642	1.241381357	1.789683959	1.515532658
Gpr137	chr19	autosomes	LSK-	10.6346108	11.56760065	6.86912703	8.138558446	1.087731452	1.184802437	1.136266944
Trpt1	chr19	autosomes	LSK-	1.05226364	1.235259536	0.460232709	1.211507281	1.173906889	2.63237979	1.90314334
Mark2	chr19	autosomes	LSK-	33.04587787	36.31650121	28.9392631	33.53269057	1.098972203	1.158726484	1.128849344
AI846148	chr19	autosomes	LSK-	8.660864613	8.876046507	9.062513755	10.08577013	1.024845313	1.112910877	1.068878095
Wdr74	chr19	autosomes	LSK-	98.00307321	102.0631482	123.7442668	127.3136474	1.041428037	1.028844816	1.035136427
B3gat3	chr19	autosomes	LSK-	42.50448319	49.37949996	39.04754926	39.81466872	1.161748038	1.019645777	1.090696908
Tut1	chr19	autosomes	LSK-	35.55435153	38.01338286	38.93274166	43.98666353	1.069162598	1.12981161	1.099487104
Vps37c	chr19	autosomes	LSK-	35.10895668	43.21331708	30.16237489	31.02820809	1.230834555	1.028705737	1.129770146
Ccdc86	chr19	autosomes	LSK-	34.27575453	39.60673433	31.82618759	39.95405312	1.155532092	1.255382945	1.205457519
AW112010	chr19	autosomes	LSK-	20.1925998	27.92844773	39.55590268	40.83161217	1.383103117	1.0322508	1.207676958
Ms4a6d	chr19	autosomes	LSK-	1.392443529	3.057845488	1.392111628	1.461030295	2.196028366	1.049506566	1.622767466
Ms4a2	chr19	autosomes	LSK-	9.239485305	13.56661633	7.308430015	11.69420318	1.468330311	1.600097854	1.534214082
2410127L17Rik	chr19	autosomes	LSK-	1.637524569	1.653383681	1.52747148	1.966297458	1.009684809	1.287289147	1.148486978
Anxa1	chr19	autosomes	LSK-	169.9800953	242.3774608	138.3258273	156.0410982	1.425916725	1.128069148	1.276992936
Aldh1a7	chr19	autosomes	LSK-	2.337455541	2.635340272	4.35134387	8.559761272	1.127439742	1.967153488	1.547296615
Gda	chr19	autosomes	LSK-	6.136985093	7.62829582	2.28408642	3.486719159	1.243003805	1.526526811	1.384765308
Klf9	chr19	autosomes	LSK-	15.84870211	17.97999817	15.87344446	16.44129566	1.13447764	1.03577366	1.08512565
Pip5k1b	chr19	autosomes	LSK-	8.717671459	10.14911273	5.247345231	7.457234777	1.164199956	1.421144302	1.292672129
Smarca2	chr19	autosomes	LSK-	12.47316825	12.59656216	5.631869016	9.493179614	1.009892748	1.685617969	1.347755359
Cdc37l1	chr19	autosomes	LSK-	5.323376945	5.557382303	4.954604194	6.047424732	1.043958067	1.220566668	1.132262367
Cd274	chr19	autosomes	LSK-	3.208661712	3.563917301	1.946538934	3.740167701	1.110717683	1.921445102	1.516081393
Minpp1	chr19	autosomes	LSK-	63.88027336	66.52912597	118.1925042	131.9706672	1.041465893	1.116573915	1.079019904
Papss2	chr19	autosomes	LSK-	8.386076738	11.83508366	4.747016684	5.356749521	1.411277768	1.12844548	1.269861624
Btaf1	chr19	autosomes	LSK-	8.328301003	9.149379194	6.984297735	11.37559519	1.098588919	1.628738582	1.36366375
44260	chr19	autosomes	LSK-	13.82492255	14.48291564	17.9361724	18.42639635	1.047594704	1.027331581	1.037463142
Ide	chr19	autosomes	LSK-	48.20194658	68.12084735	47.09282052	58.47980854	1.413238514	1.241798811	1.327518662
Fra10ac1	chr19	autosomes	LSK-	21.31824915	21.79175718	16.67457999	22.87435254	1.022211394	1.371809818	1.197010606
Aldh18a1	chr19	autosomes	LSK-	48.99650846	58.88738226	70.43345523	75.09521358	1.201868952	1.066186705	1.134027829
Ccnj	chr19	autosomes	LSK-	2.198074077	2.813686275	1.662143027	3.318284777	1.280068904	1.996389434	1.638229169
Exosc1	chr19	autosomes	LSK-	45.15204314	49.93606485	55.288022	58.42263707	1.105953604	1.056696097	1.081324851
Ubtd1	chr19	autosomes	LSK-	21.42045229	26.75273924	12.31790089	12.90569512	1.248934377	1.047718701	1.148326539
Zfyve27	chr19	autosomes	LSK-	17.39979178	17.43657707	9.912443373	14.36824529	1.002114122	1.449516002	1.225815062
R3hcc1l	chr19	autosomes	LSK-	12.38562875	13.1582615	8.61080477	10.17246251	1.06238139	1.181360254	1.121870822
Peo1	chr19	autosomes	LSK-	17.51412916	17.58993525	17.71373416	19.11640933	1.004328282	1.079185741	1.041757011
Btrc	chr19	autosomes	LSK-	6.232580182	6.462448237	5.901864174	5.981946963	1.036881684	1.013569067	1.025225376
Mgea5	chr19	autosomes	LSK-	32.13127105	33.22212111	22.93929533	28.68774854	1.033949795	1.25059415	1.142271972
Ldb1	chr19	autosomes	LSK-	65.66580523	67.01815024	63.28920257	82.5690551	1.020594357	1.304630991	1.162612674
Nolc1	chr19	autosomes	LSK-	94.44258371	106.4511728	45.74426812	125.7761835	1.127152272	2.74955068	1.938351476
Nfkb2	chr19	autosomes	LSK-	10.11320966	10.11632032	6.921189736	9.213047023	1.000307584	1.331136318	1.165721951
Tmem180	chr19	autosomes	LSK-	50.51521853	67.33060215	29.0906232	32.58586898	1.332877579	1.120150255	1.226513917
Trim8	chr19	autosomes	LSK-	47.94013432	50.43284043	50.928633	54.66858085	1.051996227	1.073435072	1.06271565
Wbp1l	chr19	autosomes	LSK-	27.36996257	32.02077585	26.5369395	28.7427687	1.169923991	1.083122969	1.12652348
Fam160b1	chr19	autosomes	LSK-	9.349633447	9.968932075	9.265293714	10.97724143	1.066237744	1.184769935	1.12550384
Trub1	chr19	autosomes	LSK-	3.084080425	4.019908617	3.534054642	5.310583946	1.303438323	1.502688692	1.403063507
Fam45a	chr19	autosomes	LSK-	14.45168435	18.04004565	15.2238713	19.25584235	1.248300559	1.264845319	1.256572939
Csf2ra	chr19	autosomes	LSK-	116.3930937	126.7798058	41.70903103	54.88312162	1.089238217	1.315857028	1.202547622
Rbm17	chr2	autosomes	LSK-	88.65172539	93.08832118	78.00632389	95.68494397	1.050045228	1.226630601	1.138337915
Il15ra	chr2	autosomes	LSK-	10.44476808	11.2400672	5.666259404	8.199343288	1.076143302	1.447046932	1.261595117
St8sia6	chr2	autosomes	LSK-	2.571237718	3.548871841	6.387575445	9.101352466	1.380219268	1.424852441	1.402535855
Pip4k2a	chr2	autosomes	LSK-	24.8514632	25.47934838	24.89565921	27.80515029	1.025265522	1.116867405	1.071066463
Apbb1ip	chr2	autosomes	LSK-	33.33328168	34.16935374	31.13434411	37.98477444	1.025082201	1.220028092	1.122555146
Acbd5	chr2	autosomes	LSK-	7.307186867	7.957938226	4.869042151	5.821850688	1.089056346	1.195687059	1.142371702
Pnpla7	chr2	autosomes	LSK-	21.6348319	22.56174131	20.10682389	20.92747872	1.042843384	1.040814742	1.041829063
Ndor1	chr2	autosomes	LSK-	19.865039	20.25672	14.27591488	24.8970605	1.019717102	1.743990539	1.381853821
Ssna1	chr2	autosomes	LSK-	153.0350747	167.2239269	169.3777818	189.7200259	1.092716341	1.120099838	1.106408089
C8g	chr2	autosomes	LSK-	6.630660921	8.08895116	5.196906042	7.047193015	1.219931355	1.356036257	1.287983806
Traf2	chr2	autosomes	LSK-	28.56786111	29.33853572	22.11669679	26.60333288	1.02697698	1.202861944	1.114919462
Ubac1	chr2	autosomes	LSK-	36.242332	37.75533177	47.81668434	53.38594432	1.041746755	1.116471061	1.079108908
Gpsm1	chr2	autosomes	LSK-	13.75368311	14.04490888	12.25075193	12.39505039	1.021174384	1.011778744	1.016476564
Surf6	chr2	autosomes	LSK-	27.25941954	28.88547959	25.57696681	30.80656097	1.059651309	1.204464986	1.132058147
Rexo4	chr2	autosomes	LSK-	30.20415419	30.51677726	16.83273389	29.30289355	1.010350333	1.740827945	1.375589139
Gfi1b	chr2	autosomes	LSK-	54.87120448	58.72558524	130.6657242	175.0736788	1.070244144	1.339859247	1.205051696
Ddx31	chr2	autosomes	LSK-	12.1850668	13.08538735	10.99920218	13.3417792	1.073887207	1.212976994	1.143432101
Ntng2	chr2	autosomes	LSK-	1.497816712	2.081022822	1.279322543	1.761453671	1.389370812	1.376864405	1.383117609
Med27	chr2	autosomes	LSK-	13.50343468	14.68441863	13.46640905	13.67983942	1.087458041	1.015849092	1.051653567
Gle1	chr2	autosomes	LSK-	41.38452228	48.43449461	39.46679096	42.22055472	1.170352875	1.0697742	1.120063537
Pkn3	chr2	autosomes	LSK-	8.815734651	10.24134534	5.766240061	6.285294234	1.161712069	1.090016053	1.125864061
Sh3glb2	chr2	autosomes	LSK-	32.68722607	32.9503652	28.1044313	33.05713065	1.008050213	1.176224856	1.092137534
Fam73b	chr2	autosomes	LSK-	8.666156531	9.668146626	6.828582035	10.40716853	1.115621047	1.52405997	1.319840509
Dolpp1	chr2	autosomes	LSK-	22.12255635	23.72475581	21.14164515	23.1717056	1.072423794	1.096021877	1.084222835
Crat	chr2	autosomes	LSK-	11.68064006	12.88325363	10.70271007	13.71822377	1.102957849	1.281752349	1.192355099
Exosc2	chr2	autosomes	LSK-	65.85016552	68.63123306	70.65797851	91.9219414	1.042233266	1.300942135	1.1715877
Slc25a25	chr2	autosomes	LSK-	7.798371022	7.941531553	4.255034919	6.29716865	1.018357748	1.479933483	1.249145616
Mir2861	chr2	autosomes	LSK-	5.041740149	7.61140815	8.347049808	8.882805031	1.509678787	1.06418498	1.286931883
Lrsam1	chr2	autosomes	LSK-	3.041399544	3.332925868	2.40643224	2.726025739	1.095852689	1.132808019	1.114330354
Zeb2os	chr2	autosomes	LSK-	4.266796101	4.855001054	2.508982703	2.512697195	1.137856354	1.001480478	1.069668416
Orc4	chr2	autosomes	LSK-	10.18583312	10.732895	10.55022003	11.39277937	1.053708114	1.079861779	1.066784946
Stam2	chr2	autosomes	LSK-	10.89459725	11.95032728	9.287906743	9.812345249	1.096903998	1.056464661	1.07668433
Gca	chr2	autosomes	LSK-	8.912522257	12.56408221	3.743030067	4.996727918	1.409711174	1.334941966	1.37232657
Dcaf17	chr2	autosomes	LSK-	5.244612052	5.922474352	6.073028013	6.806328643	1.129249274	1.120747118	1.124998196
Hat1	chr2	autosomes	LSK-	108.7564622	109.2132459	114.7055268	114.7417114	1.004200061	1.000315457	1.002257759
Metap1d	chr2	autosomes	LSK-	11.78282681	11.78549448	10.71622069	16.1028769	1.000226403	1.502663799	1.251445101
Scrn3	chr2	autosomes	LSK-	5.205325659	5.494565285	6.332019661	7.963611163	1.055566096	1.257673158	1.156619627
Nfe2l2	chr2	autosomes	LSK-	50.90340155	55.88062653	67.71650455	77.32239732	1.097777847	1.141854528	1.119816187
Plekha3	chr2	autosomes	LSK-	19.272409	20.69734111	16.59886582	18.06643003	1.073936378	1.088413523	1.08117495
Cwc22	chr2	autosomes	LSK-	4.346446113	4.775216618	3.139226658	5.996714687	1.098648527	1.910252218	1.504450373
Ssfa2	chr2	autosomes	LSK-	4.077834388	4.562011784	2.773125725	3.323179121	1.118733953	1.19835141	1.158542681
Prg2	chr2	autosomes	LSK-	1406.539684	2611.155483	14.59201304	60.11970072	1.856439256	4.120041597	2.988240426
Prg3	chr2	autosomes	LSK-	50.79053963	119.4366241	3.190106172	5.735186552	2.351552572	1.797804287	2.074678429
Ssrp1	chr2	autosomes	LSK-	211.8805783	237.3545733	195.7687392	225.8072396	1.120228079	1.153438698	1.136833389
Madd	chr2	autosomes	LSK-	14.37155211	15.73687931	9.190781306	11.54198693	1.09500207	1.255822171	1.175412121
Arfgap2	chr2	autosomes	LSK-	37.16331363	41.13876858	40.49572617	41.88165415	1.106972564	1.034224055	1.07059831
Zfp408	chr2	autosomes	LSK-	6.505652776	6.741368366	3.62852882	5.491056616	1.036232427	1.513301089	1.274766758
Atg13	chr2	autosomes	LSK-	22.26687637	29.42552087	24.81858659	25.51641475	1.321492983	1.02811716	1.174805071
Cd82	chr2	autosomes	LSK-	36.53701637	37.80044846	65.59780777	72.07721744	1.034579509	1.09877479	1.06667715
Alkbh3	chr2	autosomes	LSK-	30.30488889	30.53569601	34.91151105	35.42839318	1.007616168	1.014805493	1.01121083
Ttc17	chr2	autosomes	LSK-	8.144289841	9.036668357	5.341325884	6.377092549	1.109571066	1.193915647	1.151743356
Apip	chr2	autosomes	LSK-	40.92642516	45.53696047	50.21467589	50.29797555	1.11265424	1.001658871	1.057156555
Depdc7	chr2	autosomes	LSK-	5.595768059	7.143690361	5.330837222	7.788727214	1.276623742	1.461070164	1.368846953
Emc4	chr2	autosomes	LSK-	49.47353906	61.42918223	58.38818963	58.90413249	1.241657326	1.008836425	1.125246876
Katnbl1	chr2	autosomes	LSK-	7.878574085	8.308245096	8.775103644	8.835732703	1.054536647	1.006909213	1.03072293
Plcb2	chr2	autosomes	LSK-	19.93258438	20.58821914	9.412130119	11.40247728	1.032892612	1.211466175	1.122179394
Rmdn3	chr2	autosomes	LSK-	41.71590899	42.54993721	39.09635986	49.1810604	1.019993049	1.257944744	1.138968896
Dnajc17	chr2	autosomes	LSK-	9.32468899	10.00037363	8.892627354	10.58823114	1.072461896	1.190675232	1.131568564
Zfyve19	chr2	autosomes	LSK-	45.09065519	53.52234611	31.58900415	39.61912221	1.186994198	1.254206116	1.220600157
Oip5	chr2	autosomes	LSK-	27.65366567	28.21887074	33.71398202	35.58003023	1.020438703	1.055349386	1.037894045
Ttbk2	chr2	autosomes	LSK-	0.981996518	1.05972727	0.887790039	1.081861571	1.079155833	1.21860071	1.148878272
Zscan29	chr2	autosomes	LSK-	6.694055089	6.745159334	4.073066737	4.734036762	1.007634273	1.162278221	1.084956247
Tubgcp4	chr2	autosomes	LSK-	10.60131494	11.23620499	7.731087081	10.74925695	1.059887859	1.390393982	1.22514092
Tmem127	chr2	autosomes	LSK-	10.17849685	10.3419188	10.46193338	12.90253838	1.016055607	1.233284318	1.124669962
Zfp661	chr2	autosomes	LSK-	2.908677159	3.136101761	1.981664423	2.484286222	1.078188328	1.253636182	1.165912255
Sirpa	chr2	autosomes	LSK-	31.6027079	35.70927754	18.56406388	19.60951551	1.1299436	1.056315882	1.093129741
Ptpra	chr2	autosomes	LSK-	46.50188253	50.27619262	42.07746082	49.3212273	1.081164673	1.172153127	1.1266589
Mrps26	chr2	autosomes	LSK-	114.0110274	120.552428	103.0162505	135.058803	1.057375157	1.311043668	1.184209413
Prnp	chr2	autosomes	LSK-	1.93209489	2.000555557	2.454771759	4.792610241	1.035433387	1.952364909	1.493899148
Tmx4	chr2	autosomes	LSK-	43.98631473	48.58487512	23.36901994	23.55478356	1.104545253	1.00794914	1.056247196
Plcb4	chr2	autosomes	LSK-	6.066571594	6.634445584	3.607965149	6.368041972	1.09360707	1.764995422	1.429301246
Rrbp1	chr2	autosomes	LSK-	35.64019314	38.19138021	10.08504753	32.05073993	1.071581741	3.178045501	2.124813621
Mgme1	chr2	autosomes	LSK-	20.82024198	22.99133272	17.89477203	18.94040653	1.104277882	1.058432402	1.081355142
Csrp2bp	chr2	autosomes	LSK-	27.27214005	29.74017138	21.67925499	24.83417472	1.090496431	1.145527129	1.11801178
Crnkl1	chr2	autosomes	LSK-	18.09266589	20.71707464	18.0198488	19.55341774	1.145053734	1.085104428	1.115079081
Gzf1	chr2	autosomes	LSK-	9.154170572	9.392433549	8.683851055	8.746454033	1.026027806	1.007209126	1.016618466
Hck	chr2	autosomes	LSK-	9.009183063	9.575150903	3.234036764	5.063099792	1.062821217	1.565566554	1.314193885
Nfs1	chr2	autosomes	LSK-	55.0405014	59.41415857	72.59015353	76.00454317	1.079462524	1.04703654	1.063249532
Samhd1	chr2	autosomes	LSK-	9.821593809	11.58231914	10.78943853	13.5425242	1.179270836	1.255164869	1.217217852
Tgm2	chr2	autosomes	LSK-	1.894674132	2.827070176	3.211851122	4.073406155	1.4921142	1.268242518	1.380178359
Dnttip1	chr2	autosomes	LSK-	70.3471514	75.9864012	70.90269637	76.93115307	1.080163158	1.085024365	1.082593761
Acot8	chr2	autosomes	LSK-	31.19633081	36.60732596	28.65822293	28.93450045	1.17344973	1.009640427	1.091545078
Ddx27	chr2	autosomes	LSK-	61.75445171	66.31802812	48.02947353	82.61831161	1.073898744	1.720158593	1.397028668
Tmem189	chr2	autosomes	LSK-	29.44742602	30.10535788	29.02752667	29.51645802	1.022342593	1.016843714	1.019593154
Ptpn1	chr2	autosomes	LSK-	26.39703399	28.24261281	27.74374093	28.42857214	1.069916144	1.02468417	1.047300157
Fam210b	chr2	autosomes	LSK-	8.543686704	8.921120895	11.73867887	12.86103956	1.04417697	1.095612181	1.069894575
Rae1	chr2	autosomes	LSK-	112.283336	117.8830914	132.3594924	141.7475398	1.049871651	1.070928402	1.060400027
Rbm38	chr2	autosomes	LSK-	73.91654474	77.03614164	78.03362319	79.14728943	1.042204312	1.01427162	1.028237966
Nelfcd	chr2	autosomes	LSK-	66.29830386	74.56844646	59.47163815	76.89715389	1.12474139	1.293005478	1.208873434
Mtg2	chr2	autosomes	LSK-	21.17712402	22.97699065	22.31221174	23.00780695	1.08499108	1.031175538	1.058083309
Osbpl2	chr2	autosomes	LSK-	31.51279366	33.2263065	32.53022028	32.83356922	1.054375149	1.009325143	1.031850146
Mrgbp	chr2	autosomes	LSK-	25.23706426	26.35800667	16.2545544	29.00014766	1.044416514	1.784124433	1.414270473
Arfgap1	chr2	autosomes	LSK-	33.95963409	38.08261539	28.57699139	34.14539438	1.121408296	1.194856166	1.158132231
Zbtb46	chr2	autosomes	LSK-	2.81192787	2.906947801	6.707663958	9.694753091	1.033791738	1.445324803	1.239558271
Car2	chr3	autosomes	LSK-	397.8123513	432.467262	1127.510126	1194.49067	1.087113712	1.059405714	1.073259713
Sec62	chr3	autosomes	LSK-	27.9153215	29.79072662	25.15706718	26.22746858	1.067181928	1.042548736	1.054865332
Fxr1	chr3	autosomes	LSK-	20.56392189	21.36926387	23.80600698	24.81921524	1.039162859	1.042561033	1.040861946
Atp11b	chr3	autosomes	LSK-	52.07281999	52.51325994	38.12136668	42.15705285	1.008458154	1.105864152	1.057161153
Mccc1	chr3	autosomes	LSK-	10.07582231	10.94683521	7.58772795	9.037703039	1.086445838	1.191094765	1.138770301
Bbs7	chr3	autosomes	LSK-	1.366655641	1.541142382	1.094354727	1.30837313	1.127674255	1.195565841	1.161620048
Hspa4l	chr3	autosomes	LSK-	17.18664417	18.67368944	12.0306227	15.18332188	1.086523305	1.262056193	1.174289749
Sclt1	chr3	autosomes	LSK-	11.26564757	11.67475692	7.052045213	10.07632983	1.036314765	1.428852131	1.232583448
Cog6	chr3	autosomes	LSK-	19.12204878	20.26544797	18.22486851	18.55967131	1.059794806	1.018370657	1.039082731
Supt20	chr3	autosomes	LSK-	47.29102831	47.96623249	26.17147908	41.62786756	1.014277638	1.590581389	1.302429514
Rsrc1	chr3	autosomes	LSK-	19.37542648	21.31510654	17.88280326	19.71345701	1.100110316	1.102369506	1.101239911
Ppid	chr3	autosomes	LSK-	63.30957	66.44524	65.47812	80.55754	1.049529163	1.230297082	1.139913123
Etfdh	chr3	autosomes	LSK-	39.22915	46.27853	39.16481	46.89705	1.179697495	1.197428253	1.188562874
Plrg1	chr3	autosomes	LSK-	50.80072	57.45108	62.439	66.06875	1.130910743	1.058132738	1.09452174
Gatb	chr3	autosomes	LSK-	13.81449	17.31966	13.14554	13.6378	1.253731408	1.037446921	1.145589165
Rnu73b	chr3	autosomes	LSK-	0.8563022	1.49275	0	1.424863	1.74325139	#DIV/0!	#DIV/0!
Hdgf	chr3	autosomes	LSK-	429.2977	448.7995	579.192	651.1079	1.045427218	1.124165907	1.084796562
Slc25a44	chr3	autosomes	LSK-	12.14931	14.32589	13.84209	19.07293	1.179152561	1.377893801	1.278523181
Sema4a	chr3	autosomes	LSK-	22.72898	30.12835	6.35807	9.964003	1.325547825	1.567142702	1.446345263
Lmna	chr3	autosomes	LSK-	14.52122	18.10906	27.92268	40.87836	1.247075659	1.463984116	1.355529888
Ubqln4	chr3	autosomes	LSK-	57.00753	63.08198	47.79465	65.75143	1.106555222	1.375706904	1.241131063
Pklr	chr3	autosomes	LSK-	8.314627	9.414188	22.10687	30.97058	1.132244176	1.400948212	1.266596194
Atp8b2	chr3	autosomes	LSK-	7.052371	7.898236	4.60705	4.922005	1.119940514	1.068363703	1.094152109
Tpm3	chr3	autosomes	LSK-	82.65177	87.3973	72.80052	75.57713	1.057415951	1.038139975	1.047777963
S100a11	chr3	autosomes	LSK-	196.7232	267.4866	108.9314	119.0499	1.359710497	1.092888735	1.226299616
