gene_name	Chromosome	seqnames	Cell Type	LSK+ WT rep1 (FPKM)	LSK+ XistΔ/Δ rep1 (FPK	LSK+ WT rep2 (FPKM)	LSK+ XistΔ/Δ rep2 (FPK	FoldChange_1	FoldChange_2	FoldChange
Polr1b	chr2	autosomes	LSK+	39.37916092	41.48770786	26.44394776	33.73009512	1.05354474	1.275531756	1.164538248
Stk35	chr2	autosomes	LSK+	3.582281025	4.843820587	2.850425658	3.303980981	1.352160971	1.159118453	1.255639712
Ubox5	chr2	autosomes	LSK+	12.34659689	14.15067814	11.96165279	14.10893495	1.146119718	1.179513835	1.162816776
Fastkd5	chr2	autosomes	LSK+	14.21960622	14.68503155	12.71287405	15.59461008	1.032731239	1.226678563	1.129704901
1700037H04Rik	chr2	autosomes	LSK+	74.89525898	77.65626089	66.45207584	72.54051797	1.036864842	1.091621549	1.064243196
Cenpb	chr2	autosomes	LSK+	30.48966248	40.91610772	32.50531142	37.85365054	1.341966568	1.164537391	1.253251979
Mavs	chr2	autosomes	LSK+	22.87313137	26.32672763	22.12544679	22.6654241	1.15098922	1.024405261	1.087697241
Pank2	chr2	autosomes	LSK+	32.93453967	35.54955378	31.91402807	36.05345174	1.079400354	1.129705459	1.104552907
1110034G24Rik	chr2	autosomes	LSK+	4.246810608	5.082112623	5.241994784	6.188290215	1.196689255	1.180522009	1.188605632
Slx4ip	chr2	autosomes	LSK+	2.432835593	3.060045162	1.976117527	3.249740005	1.257810093	1.644507455	1.451158774
Btbd3	chr2	autosomes	LSK+	3.486623861	4.158471577	4.990056608	5.260418488	1.192692915	1.054180123	1.123436519
Snrpb2	chr2	autosomes	LSK+	30.05021319	31.51263383	27.90385361	29.09559394	1.048665899	1.042708808	1.045687353
Slc24a3	chr2	autosomes	LSK+	1.995240933	3.417970673	1.514212223	1.559591212	1.713061624	1.029968711	1.371515167
Thbd	chr2	autosomes	LSK+	2.251064135	2.845524208	2.107027531	4.105865616	1.264079581	1.948653046	1.606366313
Cd93	chr2	autosomes	LSK+	13.59173541	18.85476556	14.4054094	20.42451582	1.387222823	1.41783654	1.402529681
Cst3	chr2	autosomes	LSK+	217.9551573	235.0961648	220.86275	231.7379474	1.078644652	1.049239618	1.063942135
Cst7	chr2	autosomes	LSK+	17.42333734	40.1170725	8.283631576	24.18353024	2.302490719	2.919435759	2.610963239
Apmap	chr2	autosomes	LSK+	40.20067294	44.22990727	32.51504553	36.34274541	1.100228032	1.117720883	1.108974458
Pygb	chr2	autosomes	LSK+	33.80578365	35.49003229	29.38613277	36.79441037	1.049821316	1.252101141	1.150961229
Gins1	chr2	autosomes	LSK+	26.50103867	28.26659485	16.48884351	22.4503951	1.06662215	1.361550619	1.214086385
Fkbp1a	chr2	autosomes	LSK+	175.0921242	182.4982876	133.1383102	142.4655	1.042298666	1.070056393	1.056177529
Csnk2a1	chr2	autosomes	LSK+	11.50205394	13.20861447	11.20574675	14.24220106	1.148370069	1.270972955	1.209671512
Sox12	chr2	autosomes	LSK+	18.82171717	20.90613148	16.90741713	18.67258274	1.110745172	1.104401849	1.10757351
Zcchc3	chr2	autosomes	LSK+	8.964482919	10.0542698	7.85272714	9.453551722	1.121567177	1.203855877	1.162711527
Id1	chr2	autosomes	LSK+	1.243374881	3.363729577	1.20358796	2.954055168	2.705322126	2.454374143	2.579848134
Cox4i2	chr2	autosomes	LSK+	2.065607609	2.551241243	1.063072791	1.551309767	1.235104495	1.459269563	1.347187029
Tm9sf4	chr2	autosomes	LSK+	36.41084451	42.48763418	36.96512763	42.5071607	1.166895049	1.149925982	1.158410516
Pofut1	chr2	autosomes	LSK+	10.85645707	13.89643905	9.157051811	12.35748695	1.280016028	1.349504973	1.3147605
Kif3b	chr2	autosomes	LSK+	2.396598821	3.280379978	3.15986592	3.572932994	1.368764746	1.130722975	1.249743861
Asxl1	chr2	autosomes	LSK+	15.9964978	19.56409688	13.02231587	16.99500726	1.22302376	1.305067964	1.264045862
Dnmt3b	chr2	autosomes	LSK+	44.67261459	50.93454839	33.09598294	41.50274119	1.140173882	1.254011439	1.19709266
Cbfa2t2	chr2	autosomes	LSK+	11.44714439	11.64512061	11.01848403	12.67320025	1.017294814	1.150176396	1.083735605
E2f1	chr2	autosomes	LSK+	39.19239486	42.01716287	25.86835406	37.33476031	1.072074392	1.443259986	1.257667189
Ncoa6	chr2	autosomes	LSK+	5.585472711	6.821858673	4.784840116	5.020178077	1.221357444	1.049184081	1.135270762
Cep250	chr2	autosomes	LSK+	6.835586059	7.559036658	6.845938992	7.19333696	1.105835929	1.050745116	1.078290522
Spag4	chr2	autosomes	LSK+	5.85215149	6.048269954	4.373673975	6.0337525	1.033512199	1.379561562	1.20653688
Cpne1	chr2	autosomes	LSK+	39.61862779	42.39541554	42.31035885	49.75900842	1.070087933	1.176047894	1.123067914
Rbm12	chr2	autosomes	LSK+	18.32027321	23.57180358	15.4347946	18.90477151	1.286651313	1.224815231	1.255733272
2900097C17Rik	chr2	autosomes	LSK+	5.892360304	9.010752637	5.687057143	6.541082377	1.529226349	1.150169976	1.339698163
5430405H02Rik	chr2	autosomes	LSK+	1.353417863	1.680642806	1.641249511	1.828421158	1.241776728	1.114042164	1.177909446
Dsn1	chr2	autosomes	LSK+	26.33724798	26.95075402	29.33631976	29.41064809	1.023294235	1.002533662	1.012913949
Rbl1	chr2	autosomes	LSK+	26.43429963	32.91698786	24.79840598	29.887279	1.245237753	1.205209683	1.225223718
Lbp	chr2	autosomes	LSK+	18.30979672	25.27470211	13.07103973	29.26383504	1.380392284	2.238829936	1.80961111
Ralgapb	chr2	autosomes	LSK+	2.274973577	3.616957443	3.004021407	3.13554977	1.589889869	1.043784096	1.316836983
Top1	chr2	autosomes	LSK+	30.0026981	30.52476741	24.94520934	30.37131697	1.017400746	1.21752103	1.117460888
Oser1	chr2	autosomes	LSK+	10.16513451	10.48081222	8.242665617	11.52660471	1.031054946	1.398407414	1.21473118
Serinc3	chr2	autosomes	LSK+	375.1396167	392.0775579	371.3822321	388.5352291	1.045151033	1.046186908	1.045668971
Pkig	chr2	autosomes	LSK+	36.36647532	44.12980276	32.56766801	36.423085	1.213474838	1.118381733	1.165928286
Slpi	chr2	autosomes	LSK+	7.931335859	21.92915	3.408706056	13.90900871	2.764874719	4.080436531	3.422655625
Pigt	chr2	autosomes	LSK+	16.66333279	20.1547203	19.1035904	19.50923272	1.209525162	1.021233826	1.115379494
Zswim3	chr2	autosomes	LSK+	10.3128795	10.87420569	10.09212029	11.0994718	1.054429628	1.099815646	1.077122637
Zswim1	chr2	autosomes	LSK+	16.21973318	17.49660633	13.64349502	14.02520191	1.078723437	1.027977207	1.053350322
Pcif1	chr2	autosomes	LSK+	63.76390581	71.38529953	56.74752405	63.31593024	1.119525202	1.11574789	1.117636546
Ncoa3	chr2	autosomes	LSK+	4.886679225	7.34826116	6.745130833	7.640160877	1.503733071	1.132692762	1.318212917
Prex1	chr2	autosomes	LSK+	20.43350081	26.67036196	20.8357457	25.06158577	1.305227245	1.202816838	1.254022041
Trp53rkb	chr2	autosomes	LSK+	1.388380391	1.642573109	1.110490922	1.223054408	1.183085788	1.101363715	1.142224752
Cse1l	chr2	autosomes	LSK+	59.29563159	70.37400817	53.2648098	66.75482148	1.18683293	1.253263115	1.220048023
Snord12	chr2	autosomes	LSK+	5.157342311	12.04384665	10.37923651	11.29022766	2.335281608	1.087770535	1.711526072
B4galt5	chr2	autosomes	LSK+	6.596416028	9.089363537	5.506776366	6.855226949	1.377924542	1.244871136	1.311397839
Kcng1	chr2	autosomes	LSK+	5.048882507	11.40792679	1.092115759	4.773959168	2.259495398	4.371294094	3.315394746
Atp9a	chr2	autosomes	LSK+	3.231775706	3.593860175	2.925223327	5.457307471	1.112038861	1.865603703	1.488821282
Cstf1	chr2	autosomes	LSK+	53.14796272	56.1749965	43.5840197	51.04544301	1.056954841	1.171196309	1.114075575
Cass4	chr2	autosomes	LSK+	1.602457305	2.733592017	1.154897946	1.720335766	1.705875101	1.489599815	1.597737458
Vapb	chr2	autosomes	LSK+	9.593275722	10.57240524	9.365909947	11.75877651	1.102064149	1.255486821	1.178775485
Etohi1	chr2	autosomes	LSK+	1.757038745	2.668999887	2.08021431	2.11690408	1.51903303	1.017637495	1.268335262
Ppp1r3d	chr2	autosomes	LSK+	7.258047229	7.824856431	6.906257813	7.349802775	1.078093898	1.064223632	1.071158765
Lsm14b	chr2	autosomes	LSK+	3.081619181	4.070518697	4.110482653	6.103789112	1.32090257	1.484932459	1.402917514
Rtel1	chr2	autosomes	LSK+	17.40646599	18.24387146	13.59209287	17.5623625	1.048108874	1.29210142	1.170105147
Gm6194	chr3	autosomes	LSK+	2.806909779	2.973776888	2.195607724	2.305670387	1.05944869	1.050128564	1.054788627
Pag1	chr3	autosomes	LSK+	1.591523173	1.706164701	1.221644332	1.383617749	1.072032585	1.132586395	1.10230949
Hps3	chr3	autosomes	LSK+	11.12175165	12.07068364	10.23602215	10.61939278	1.085322171	1.037453088	1.061387629
Hltf	chr3	autosomes	LSK+	10.47040445	13.94838557	13.66945603	14.79988162	1.332172567	1.082697189	1.207434878
Cpa3	chr3	autosomes	LSK+	8.736643524	16.43817512	7.229034654	12.25269326	1.881520641	1.694928002	1.788224321
Tbl1xr1	chr3	autosomes	LSK+	8.083453472	9.762271381	7.741766327	9.272961019	1.207685727	1.197783636	1.202734681
Fndc3b	chr3	autosomes	LSK+	1.176602142	3.295196443	1.116486488	2.191158561	2.80060381	1.962548213	2.381576011
Spata5	chr3	autosomes	LSK+	22.5959774	23.09497761	17.17855555	19.89709945	1.022083586	1.158252182	1.090167884
Jade1	chr3	autosomes	LSK+	16.65860712	20.14072032	15.37515624	16.32259809	1.209027872	1.061621608	1.13532474
Nhlrc3	chr3	autosomes	LSK+	5.711581587	6.442134456	5.089306109	6.906755693	1.127907281	1.35711147	1.242509375
Proser1	chr3	autosomes	LSK+	8.859813782	13.04806463	8.918608371	9.601251915	1.472724478	1.076541487	1.274632982
Mbnl1	chr3	autosomes	LSK+	65.56900655	76.28737087	65.46683124	76.52527475	1.163466932	1.168916737	1.166191834
Dhx36	chr3	autosomes	LSK+	17.76479564	22.36887297	18.20390501	20.22838333	1.259168606	1.111211211	1.185189909
Tiparp	chr3	autosomes	LSK+	8.743629824	9.390124745	9.133389858	9.182446214	1.073938963	1.005371101	1.039655032
Lekr1	chr3	autosomes	LSK+	1.32984681	1.518155599	1.906009325	2.133562729	1.141601866	1.119387351	1.130494609
Mfsd1	chr3	autosomes	LSK+	38.8014	44.28364	42.22527	52.31626	1.141289747	1.238979881	1.190134814
Il12a	chr3	autosomes	LSK+	48.8097	49.19669	81.72202	82.59617	1.007928547	1.010696627	1.009312587
Smc4	chr3	autosomes	LSK+	56.2468	65.14231	47.74183	64.42413	1.158151397	1.349427326	1.253789362
Trim59	chr3	autosomes	LSK+	40.5321	51.02254	47.40708	57.20396	1.258818073	1.206654365	1.232736219
4930579G24Rik	chr3	autosomes	LSK+	30.61865	35.02616	25.45076	31.30852	1.143948541	1.230160514	1.187054528
Tmem144	chr3	autosomes	LSK+	0.6813982	1.056952	0.9962618	1.195004	1.551151735	1.199487926	1.37531983
Mnd1	chr3	autosomes	LSK+	4.513108	6.626281	3.898837	4.193772	1.468230098	1.075646917	1.271938508
Isg20l2	chr3	autosomes	LSK+	45.76896	47.39689	42.57946	44.14919	1.035568429	1.036865897	1.036217163
Mef2d	chr3	autosomes	LSK+	39.99639	46.33379	35.31544	41.99037	1.1584493	1.18900883	1.173729065
Smg5	chr3	autosomes	LSK+	25.36259	30.96177	21.70823	22.75694	1.220765308	1.048309328	1.134537318
Arhgef2	chr3	autosomes	LSK+	84.75556	96.31211	101.3185	108.769	1.136351527	1.073535435	1.104943481
5830417I10Rik	chr3	autosomes	LSK+	0.98759	1.33385	0.9074494	1.362011	1.350611084	1.500922255	1.425766669
Gon4l	chr3	autosomes	LSK+	2.428905	3.079475	2.272037	2.838731	1.267844975	1.249421114	1.258633045
Pygo2	chr3	autosomes	LSK+	41.31285	42.19159	38.92021	41.41506	1.02127038	1.064101658	1.042686019
4632404H12Rik	chr3	autosomes	LSK+	0.8345587	1.346821	1.190435	1.433161	1.613812186	1.203896895	1.40885454
Snx27	chr3	autosomes	LSK+	9.440652	9.851334	9.72616	10.84945	1.043501445	1.115491623	1.079496534
Psmb4	chr3	autosomes	LSK+	117.3929	127.6561	110.2385	125.6957	1.087426071	1.140215986	1.113821029
Zfp687	chr3	autosomes	LSK+	17.70999	23.7597	20.81087	22.83935	1.341598725	1.097472138	1.219535432
Arnt	chr3	autosomes	LSK+	14.59649	17.59615	18.31667	20.06096	1.20550557	1.095229646	1.150367608
Aph1a	chr3	autosomes	LSK+	1.419956	1.677736	1.387706	1.597365	1.181540836	1.151083155	1.166311995
Anp32e	chr3	autosomes	LSK+	102.619	120.9874	65.27555	98.99776	1.178996092	1.516613188	1.34780464
Rbm8a	chr3	autosomes	LSK+	29.1767	34.48071	23.21167	32.16441	1.181789236	1.385699952	1.283744594
Rnf115	chr3	autosomes	LSK+	65.00943	66.35396	48.93346	60.95147	1.020682076	1.245599024	1.13314055
Gpr89	chr3	autosomes	LSK+	17.47016	20.62027	18.37095	19.21508	1.180313746	1.045949175	1.113131461
Notch2	chr3	autosomes	LSK+	2.231724	2.689566	2.253706	2.522687	1.205151712	1.119350528	1.16225112
Wars2	chr3	autosomes	LSK+	3.673248	3.778308	3.770761	4.282131	1.02860139	1.135614535	1.082107963
Man1a2	chr3	autosomes	LSK+	8.826392	10.43768	7.966335	9.752687	1.182553415	1.22423762	1.203395517
Trim45	chr3	autosomes	LSK+	1.995014	2.081506	2.104392	2.756529	1.043354082	1.309893309	1.176623695
Slc22a15	chr3	autosomes	LSK+	1.809818	2.939553	1.801999	2.032743	1.624225751	1.128048906	1.376137328
Tspan2	chr3	autosomes	LSK+	9.203429	16.39216	7.66701	11.66714	1.781092678	1.521732722	1.6514127
Nras	chr3	autosomes	LSK+	32.02724	35.50645	32.62663	34.4396	1.108632839	1.055567185	1.082100012
Trim33	chr3	autosomes	LSK+	2.78556	3.219775	2.837705	2.95846	1.155880685	1.042553754	1.099217219
Hipk1	chr3	autosomes	LSK+	11.145	12.29711	12.78862	14.87989	1.103374607	1.163525853	1.13345023
Slc16a1	chr3	autosomes	LSK+	28.14919	34.78889	22.50919	26.52663	1.235875348	1.17847999	1.207177669
Ddx20	chr3	autosomes	LSK+	28.1425	30.54706	28.58341	34.51925	1.085442303	1.207667315	1.146554809
I830077J02Rik	chr3	autosomes	LSK+	2.498132	10.45726	2.949447	5.516588	4.186031803	1.870380448	3.028206125
Wdr77	chr3	autosomes	LSK+	66.19356	66.64866	55.31473	60.53134	1.006875291	1.094307791	1.050591541
Cd53	chr3	autosomes	LSK+	65.45583	109.2942	104.3047	117.3788	1.669739731	1.125345262	1.397542497
Kcna3	chr3	autosomes	LSK+	38.19356	48.62301	43.69795	50.49158	1.273068287	1.155467934	1.21426811
Rbm15	chr3	autosomes	LSK+	6.074141	6.094534	5.398375	7.218131	1.003357347	1.337093292	1.17022532
Gstm2	chr3	autosomes	LSK+	0.5545903	1.193046	0.3187511	1.154116	2.151220459	3.620743583	2.885982021
Sort1	chr3	autosomes	LSK+	12.80234	19.08444	14.29268	15.71623	1.490699357	1.099599935	1.295149646
Psrc1	chr3	autosomes	LSK+	19.31116	19.97215	14.72159	20.07117	1.034228394	1.363383303	1.198805849
Fam102b	chr3	autosomes	LSK+	10.94888	17.91701	13.54792	26.40858	1.636424	1.949271918	1.792847959
Vav3	chr3	autosomes	LSK+	22.11389	25.93583	23.81483	25.30092	1.172829837	1.062401873	1.117615855
Rtca	chr3	autosomes	LSK+	41.26457	43.46924	32.04461	39.34914	1.053427674	1.227948788	1.140688231
Sass6	chr3	autosomes	LSK+	5.591327	6.301473	4.844787	7.170262	1.12700849	1.479995302	1.303501896
Ptbp2	chr3	autosomes	LSK+	8.749482	10.9258	7.649382	8.399368	1.248736782	1.098045306	1.173391044
Alg14	chr3	autosomes	LSK+	20.99075	21.02663	20.80761	21.0467	1.001709324	1.011490508	1.006599916
Cnn3	chr3	autosomes	LSK+	17.70348	20.53235	10.8739	12.00517	1.159791747	1.104035351	1.131913549
Sec24d	chr3	autosomes	LSK+	16.11362	16.14872	11.39872	12.9441	1.002178281	1.135574872	1.068876577
Zgrf1	chr3	autosomes	LSK+	4.403386	5.68211	2.905878	5.326291	1.290395618	1.832936895	1.561666257
Alpk1	chr3	autosomes	LSK+	1.950066	4.779862	3.238235	3.507057	2.451128321	1.083014976	1.767071648
5730508B09Rik	chr3	autosomes	LSK+	10.44224	13.08176	10.96845	12.02329	1.252773351	1.09617038	1.174471865
Sec24b	chr3	autosomes	LSK+	18.94527	22.0455	18.92089	20.88459	1.163641373	1.103784759	1.133713066
Gstcd	chr3	autosomes	LSK+	11.02429	20.46528	13.82252	19.68563	1.856380774	1.424170846	1.64027581
Cenpe	chr3	autosomes	LSK+	5.066521	5.242027	4.078159	6.173516	1.034640338	1.513799732	1.274220035
4930539J05Rik	chr3	autosomes	LSK+	2.447655	2.844596	2.323208	2.986593	1.162171956	1.285546968	1.223859462
Nfkb1	chr3	autosomes	LSK+	60.63675	67.84054	67.69595	70.23333	1.118802376	1.037482006	1.078142191
Slc39a8	chr3	autosomes	LSK+	7.33669	7.398495	8.00929	8.638481	1.008424099	1.07855765	1.043490874
Ccbl2	chr3	autosomes	LSK+	15.1202	15.38831	10.95203	14.25394	1.017731908	1.3014884	1.159610154
Odf2l	chr3	autosomes	LSK+	6.594138	7.295023	7.844369	8.635593	1.106289101	1.100865219	1.10357716
Ctbs	chr3	autosomes	LSK+	3.224099	4.342396	4.564194	4.634689	1.346855664	1.015445224	1.181150444
Prkacb	chr3	autosomes	LSK+	50.05459	58.44315	54.33665	58.40444	1.167588227	1.074862731	1.121225479
Fam73a	chr3	autosomes	LSK+	10.72934	14.32002	13.31636	15.38097	1.334659914	1.15504312	1.244851517
St6galnac5	chr3	autosomes	LSK+	0.971583	4.383571	0.799601	9.953803	4.511782318	12.44846242	8.480122369
Tyw3	chr3	autosomes	LSK+	2.882458	3.167233	2.927477	3.022728	1.098795889	1.032536891	1.06566639
Depdc1a	chr3	autosomes	LSK+	1.024329	1.537777	1.342605	1.75757	1.501253015	1.309074523	1.405163769
Tgs1	chr4	autosomes	LSK+	13.48415	14.98075	10.82632	13.93509	1.110989569	1.287149281	1.199069425
Impad1	chr4	autosomes	LSK+	11.18186	15.40016	13.82943	14.86837	1.377244931	1.075125294	1.226185113
Nsmaf	chr4	autosomes	LSK+	56.99537	62.00358	59.06723	64.54809	1.087870471	1.092790199	1.090330335
1110037F02Rik	chr4	autosomes	LSK+	8.169455	11.09228	10.28958	11.49201	1.357774784	1.116858997	1.237316891
Rad54b	chr4	autosomes	LSK+	4.126063	4.318821	2.897168	4.435736	1.046717173	1.531059297	1.288888235
Cpne3	chr4	autosomes	LSK+	10.61774	13.91798	14.06496	15.72694	1.310823207	1.118164574	1.21449389
Mms22l	chr4	autosomes	LSK+	16.16608	19.14222	12.20689	18.14569	1.184097815	1.486512126	1.33530497
Manea	chr4	autosomes	LSK+	4.386979	5.868382	6.436907	7.188886	1.337681808	1.116823033	1.227252421
Casp8ap2	chr4	autosomes	LSK+	7.683579	7.999898	6.84885	8.527542	1.041168185	1.245105675	1.14313693
Ube2j1	chr4	autosomes	LSK+	29.86907	33.21999	26.34231	29.35126	1.112186955	1.114224986	1.11320597
Orc3	chr4	autosomes	LSK+	21.41815	22.6495	22.40612	24.25779	1.05749096	1.082641261	1.07006611
Zfp292	chr4	autosomes	LSK+	5.366392	6.39278	5.563292	5.90837	1.191262211	1.062027663	1.126644937
Nol6	chr4	autosomes	LSK+	45.48079	52.83081	33.10406	41.84649	1.161607131	1.264089359	1.212848245
Kif24	chr4	autosomes	LSK+	2.178238	3.438333	1.951651	2.820513	1.5784928	1.445193326	1.511843063
Stoml2	chr4	autosomes	LSK+	75.62809	76.60891	68.40992	70.70881	1.012968991	1.033604629	1.02328681
Tpm2	chr4	autosomes	LSK+	4.087601	4.398627	3.342922	4.190142	1.076090108	1.253436963	1.164763535
Rnf38	chr4	autosomes	LSK+	18.88234	25.85707	21.21008	23.61511	1.369378477	1.113390897	1.241384687
Tstd2	chr4	autosomes	LSK+	14.21359	18.56032	14.20368	16.30712	1.305815069	1.148091199	1.226953134
Invs	chr4	autosomes	LSK+	3.38009	4.073911	4.501368	4.754929	1.20526702	1.056329765	1.130798392
Msantd3	chr4	autosomes	LSK+	19.73985	22.72976	15.86658	18.36715	1.15146569	1.15759981	1.15453275
Rnf20	chr4	autosomes	LSK+	14.83123	18.02188	14.67269	16.58505	1.215130505	1.130334656	1.17273258
Smc2	chr4	autosomes	LSK+	26.55685	28.46606	20.68976	29.82848	1.071891433	1.441702562	1.256796997
Nipsnap3b	chr4	autosomes	LSK+	70.05925	73.53151	65.65552	67.70127	1.049561764	1.031158842	1.040360303
Ctnnal1	chr4	autosomes	LSK+	5.582657	5.702966	6.145558	6.243355	1.021550491	1.015913445	1.018731968
Epb4.1l4b	chr4	autosomes	LSK+	47.89633	52.84106	43.24888	44.45454	1.103238181	1.027877254	1.065557717
Susd1	chr4	autosomes	LSK+	51.05009	63.1366	47.15059	55.79113	1.236757859	1.183254123	1.210005991
Ptbp3	chr4	autosomes	LSK+	17.33996	22.003	17.13141	23.14458	1.268918729	1.351002632	1.30996068
Tnfsf8	chr4	autosomes	LSK+	0.6470507	1.63097	0.8120201	1.147978	2.520621645	1.413731015	1.96717633
Zdhhc21	chr4	autosomes	LSK+	1.919664	2.404955	1.882738	2.216223	1.252799969	1.177127673	1.214963821
Haus6	chr4	autosomes	LSK+	10.2091	11.56563	8.124046	11.15157	1.132874592	1.372662095	1.252768344
Focad	chr4	autosomes	LSK+	9.817856	10.04426	8.261182	9.301755	1.023060432	1.125959336	1.074509884
Hook1	chr4	autosomes	LSK+	7.727533	9.947447	7.00274	9.425907	1.287273312	1.346031268	1.31665229
Alg6	chr4	autosomes	LSK+	7.632259	9.754753	8.004027	8.724454	1.278095122	1.090008067	1.184051595
Pars2	chr4	autosomes	LSK+	13.73239	13.8061	12.34196	14.68465	1.005367602	1.18981507	1.097591336
Cyb5rl	chr4	autosomes	LSK+	9.418742	10.6599	8.536195	11.26798	1.131775347	1.320023734	1.225899541
Tceanc2	chr4	autosomes	LSK+	3.078923	3.131604	3.680096	3.680758	1.017110204	1.000179887	1.008645045
Cpt2	chr4	autosomes	LSK+	25.27111	26.0213	30.36105	31.79442	1.029685677	1.047210818	1.038448247
Kti12	chr4	autosomes	LSK+	65.45957	69.36712	55.58443	58.03646	1.059694098	1.044113612	1.051903855
Cdkn2c	chr4	autosomes	LSK+	18.77843	31.07299	18.39906	23.86684	1.654717141	1.297177138	1.47594714
Spata6	chr4	autosomes	LSK+	15.66167	17.83923	21.77956	23.01401	1.139037536	1.05667929	1.097858413
Foxd2	chr4	autosomes	LSK+	6.039661	6.908476	8.852851	9.919713	1.143851617	1.120510556	1.132181087
Lrrc41	chr4	autosomes	LSK+	50.98063	56.92321	47.66243	53.74132	1.116565448	1.127540497	1.122052973
Ipp	chr4	autosomes	LSK+	17.18656	18.73839	15.36718	17.90479	1.090293229	1.165131794	1.127712511
Akr1a1	chr4	autosomes	LSK+	303.2139	315.7598	284.6029	344.7328	1.041376401	1.211276484	1.126326443
Kdm4a	chr4	autosomes	LSK+	10.35876	13.24747	12.78733	13.02798	1.278866389	1.01881941	1.148842899
Slc2a1	chr4	autosomes	LSK+	34.75934	35.65926	22.8712	25.72227	1.02589002	1.124657648	1.075273834
Zmpste24	chr4	autosomes	LSK+	27.06265	29.62505	23.89948	26.78589	1.094684002	1.120772921	1.107728461
Rlf	chr4	autosomes	LSK+	5.044424	6.851889	5.918972	5.982159	1.358309492	1.010675333	1.184492413
Rragc	chr4	autosomes	LSK+	57.38641	60.72893	54.33244	56.78579	1.058245846	1.045154423	1.051700135
Thrap3	chr4	autosomes	LSK+	28.32412	34.35294	23.10589	27.68866	1.212851097	1.19833774	1.205594418
Ago1	chr4	autosomes	LSK+	4.180828	4.302835	3.796934	4.017031	1.029182497	1.057967033	1.043574765
Ncdn	chr4	autosomes	LSK+	41.55465	42.28572	31.77432	37.94421	1.017592977	1.194178506	1.105885742
Zmym4	chr4	autosomes	LSK+	7.373147	9.151144	7.625892	9.484935	1.241144928	1.2437804	1.242462664
Sfpq	chr4	autosomes	LSK+	92.36347	105.2605	71.10332	90.34159	1.13963345	1.270567816	1.205100633
Zscan20	chr4	autosomes	LSK+	1.334345	2.740965	2.344379	2.350588	2.054165152	1.002648463	1.528406807
S100pbp	chr4	autosomes	LSK+	7.900259	8.25107	8.498394	9.144765	1.044405	1.076058018	1.060231509
Zbtb8os	chr4	autosomes	LSK+	6.795557	8.057907	6.254155	9.550922	1.185761079	1.527132282	1.356446681
Khdrbs1	chr4	autosomes	LSK+	32.22378	44.65945	34.53468	36.17245	1.385915929	1.047423923	1.216669926
Pum1	chr4	autosomes	LSK+	51.80367	55.3601	44.94268	51.11972	1.068652086	1.137442627	1.103047356
Ythdf2	chr4	autosomes	LSK+	62.43936	65.27119	56.43326	61.139	1.045353284	1.083385932	1.064369608
Gmeb1	chr4	autosomes	LSK+	1.907641	2.220165	2.239313	2.292107	1.163827471	1.023575981	1.093701726
Eya3	chr4	autosomes	LSK+	3.508484	3.960673	3.48662	3.958913	1.128884441	1.135458696	1.132171569
Wasf2	chr4	autosomes	LSK+	32.16452	43.22712	32.23376	40.92894	1.343937979	1.269753823	1.306845901
Arid1a	chr4	autosomes	LSK+	15.92993	17.31936	13.54697	15.10388	1.08722135	1.114926807	1.101074078
Rps6ka1	chr4	autosomes	LSK+	152.0195	170.5668	134.6532	153.363	1.122006058	1.138948053	1.130477056
Dhdds	chr4	autosomes	LSK+	27.54881	30.25124	26.03666	32.50785	1.09809607	1.24854148	1.173318775
Ubxn11	chr4	autosomes	LSK+	14.96935	15.82971	15.37065	20.714	1.057474773	1.347633314	1.202554044
Pdik1l	chr4	autosomes	LSK+	11.74164	14.19353	10.53817	12.48323	1.208820063	1.184572843	1.196696453
Aunip	chr4	autosomes	LSK+	6.968503	14.03806	7.039775	7.675144	2.014501536	1.090254163	1.55237785
Runx3	chr4	autosomes	LSK+	33.99369	37.6478	24.16918	28.78821	1.107493773	1.1911124	1.149303087
Clic4	chr4	autosomes	LSK+	57.47143	71.05649	48.67075	64.20897	1.236379363	1.319251707	1.277815535
Nipal3	chr4	autosomes	LSK+	5.74978	6.02997	6.651927	8.304215	1.04873056	1.248392383	1.148561472
Cnr2	chr4	autosomes	LSK+	2.973154	4.403131	3.053702	3.459487	1.480962977	1.132882973	1.306922975
Zfp46	chr4	autosomes	LSK+	4.754132	8.036528	7.045642	7.227051	1.690430135	1.025747689	1.358088912
Luzp1	chr4	autosomes	LSK+	1.944021	2.898357	1.4581	2.316464	1.490908277	1.588686647	1.539797462
Ephb2	chr4	autosomes	LSK+	2.077703	3.838203	1.732256	2.454701	1.84732996	1.417054408	1.632192184
Zbtb40	chr4	autosomes	LSK+	1.742792	2.365756	1.834151	3.069063	1.357451721	1.673288077	1.515369899
Cdc42	chr4	autosomes	LSK+	210.0642	215.079	196.6925	208.8684	1.023872702	1.061903225	1.042887963
Sh2d5	chr4	autosomes	LSK+	72.59795	80.48994	58.93738	62.40625	1.108708166	1.058856875	1.08378252
Otud3	chr4	autosomes	LSK+	3.381066	3.785209	2.62947	3.400772	1.119531237	1.293329835	1.206430536
Emc1	chr4	autosomes	LSK+	23.5379	29.33127	19.01522	26.32933	1.246129434	1.384645037	1.315387235
