""	"gene_name"	"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"	"seqnames"	"start"	"end"	"width"	"strand"	"source"	"type"	"score"	"phase"	"gene_id"	"transcript_id"	"exon_number"	"exon_id"
"8376"	"Epha4"	812.163316008367	-4.41734173317554	0.239010973042994	-18.4817528540036	2.89617538721251e-76	1.19049357988076e-73	"chr1"	77367185	77515088	147904	"-"	"refGene"	"transcript"	NA	NA	"Epha4"	"NM_007936"	NA	NA
"8377"	"Nbl1"	13.4078407817408	-2.90539855646675	1.09478322533737	-2.65385739315782	0.00795774500856398	0.0512709706395925	"chr4"	139082292	139092970	10679	"-"	"refGene"	"transcript"	NA	NA	"Nbl1"	"NM_008675"	NA	NA
"8378"	"Fam189b"	5.86189438295253	-1.21613193191185	1.43627396760405	-0.846726988960581	0.397147311790908	0.76092134435155	"chr3"	89183143	89189291	6149	"+"	"refGene"	"transcript"	NA	NA	"Fam189b"	"NM_001355760"	NA	NA
"8379"	"Polr3a"	406.619688473264	0.641414095744716	0.255323896675468	2.51215849396185	0.0119995182821766	0.0712199131706577	"chr14"	24448694	24487058	38365	"-"	"refGene"	"transcript"	NA	NA	"Polr3a"	"NM_001081247"	NA	NA
"8380"	"E2f1"	124.264052206837	0.570623522725587	0.376258740870247	1.51657213705068	0.129374744569309	0.413074667136852	"chr2"	154559400	154569892	10493	"-"	"refGene"	"transcript"	NA	NA	"E2f1"	"NM_007891"	NA	NA
"8381"	"Gxylt2"	735.932928740344	2.29405015744209	0.266270797573356	8.61547784566986	6.96504895823411e-18	3.44351063100049e-16	"chr6"	100704734	100805081	100348	"+"	"refGene"	"transcript"	NA	NA	"Gxylt2"	"NM_198612"	NA	NA
"8382"	"Zfp300"	836.282404334608	-0.324627573723265	0.234836092775762	-1.38235809447418	0.16686177635614	0.483415299322551	"chrX"	21079150	21089229	10080	"-"	"refGene"	"transcript"	NA	NA	"Zfp300"	"NM_183185"	NA	NA
"8383"	"Krtap1-5"	26.350657208762	-3.177265020198	0.875137719496311	-3.63058859127531	0.000282775621261292	0.00284496004411623	"chr11"	99579977	99581016	1040	"-"	"refGene"	"transcript"	NA	NA	"Krtap1-5"	"NM_027157"	NA	NA
"8384"	"Ankrd13c"	14646.8910239976	-0.109992623875011	0.190055184666562	-0.57874045408435	0.562764315144392	0.872553377771098	"chr3"	157947000	158008034	61035	"+"	"refGene"	"transcript"	NA	NA	"Ankrd13c"	"NM_001359909"	NA	NA
"8385"	"Rnase4"	1069.3917504095	1.00714476862284	0.211625502662981	4.75908978809018	1.94467919495195e-06	2.9891132027536e-05	"chr14"	51091077	51106151	15075	"+"	"refGene"	"transcript"	NA	NA	"Rnase4"	"NM_021472"	NA	NA
"8386"	"Pim1"	382.416094349923	-0.366328713491096	0.24025894300993	-1.5247245696738	0.127327810826068	0.409813247059205	"chr17"	29490785	29496110	5326	"+"	"refGene"	"transcript"	NA	NA	"Pim1"	"NM_008842"	NA	NA
"8387"	"Vps13a"	23664.3518488688	-0.155072040726677	0.203398015381735	-0.762406852572481	0.445817217648795	0.798418859200516	"chr19"	16615366	16780933	165568	"-"	"refGene"	"transcript"	NA	NA	"Vps13a"	"NM_173028"	NA	NA
"8388"	"Olfml2b"	350.476135055439	-0.151558860818892	0.246604266786195	-0.614583286794034	0.538829954658344	0.859154001736628	"chr1"	170644532	170682789	38258	"+"	"refGene"	"transcript"	NA	NA	"Olfml2b"	"NM_177068"	NA	NA
"8389"	"Arxes1"	73.8974041852939	-1.98369829391906	0.442117578650938	-4.48681163045372	7.22969410143626e-06	0.000100205789053337	"chrX"	136033367	136034946	1580	"+"	"refGene"	"transcript"	NA	NA	"Arxes1"	"NM_029541"	NA	NA
"8390"	"Aagab"	1358.12778413698	0.810761399736069	0.206919274122507	3.91824977723465	8.91942549705197e-05	0.00100567221493798	"chr9"	63602646	63644590	41945	"+"	"refGene"	"transcript"	NA	NA	"Aagab"	"NM_025857"	NA	NA
"8391"	"Snrnp35"	44.0415010398375	-0.00324190589482755	0.556704400594265	-0.00582338830332024	0.995353634642377	0.998702694056903	"chr5"	124483155	124491122	7968	"+"	"refGene"	"transcript"	NA	NA	"Snrnp35"	"NM_029532"	NA	NA
"8392"	"Natd1"	19.2631093388226	0.357850806793687	0.786519756117711	0.454980061225736	0.649123583341359	0.910938450403056	"chr11"	60902246	60913792	11547	"-"	"refGene"	"transcript"	NA	NA	"Natd1"	"NM_025294"	NA	NA
"8393"	"Madd"	31.4412094210807	0.500056241644086	0.635365045804121	0.787037695804012	0.431259799715322	0.786180276039576	"chr2"	91137360	91179321	41962	"-"	"refGene"	"transcript"	NA	NA	"Madd"	"NM_001177720"	NA	NA
"8394"	"Taok2"	265.119807541472	-0.191311079403487	0.279309989286984	-0.684941773446276	0.493380664334912	0.830886997282731	"chr7"	126865677	126884967	19291	"-"	"refGene"	"transcript"	NA	NA	"Taok2"	"NM_001163774"	NA	NA
"8395"	"Ndufa6"	1461.18701547769	0.0549614807496797	0.235151612407558	0.233727849819809	0.815196265478265	0.965365764378616	"chr15"	82350139	82354291	4153	"-"	"refGene"	"transcript"	NA	NA	"Ndufa6"	"NM_025987"	NA	NA
"8396"	"Wdr38"	1.80218325894019	-0.434208147662394	2.37998816973431	-0.182441305038448	0.855236412970379	0.971902549242088	"chr2"	38998309	39001584	3276	"+"	"refGene"	"transcript"	NA	NA	"Wdr38"	"NM_029687"	NA	NA
"8397"	"Frmd8"	329.865966275256	-0.0310965636311008	0.268449200956656	-0.11583779545733	0.907781095686773	0.982995202283714	"chr19"	5850974	5875208	24235	"-"	"refGene"	"transcript"	NA	NA	"Frmd8"	"NM_026169"	NA	NA
"8398"	"Rnf11"	26443.7321503823	0.727712008224303	0.206386934640882	3.52595967128703	0.000421951217597108	0.0040606101455315	"chr4"	109452857	109476505	23649	"-"	"refGene"	"transcript"	NA	NA	"Rnf11"	"NM_013876"	NA	NA
"8399"	"Hapln1"	8.30671577365462	-0.514367612783222	1.15201572136866	-0.446493570567011	0.655240755856658	0.913463208432095	"chr13"	89540636	89611832	71197	"+"	"refGene"	"transcript"	NA	NA	"Hapln1"	"NM_013500"	NA	NA
"8400"	"Cr1l"	1594.74676095911	0.30207245771947	0.193697263794635	1.55950813037678	0.118876161759603	0.393708871831355	"chr1"	195103788	195131570	27783	"-"	"refGene"	"transcript"	NA	NA	"Cr1l"	"NM_013499"	NA	NA
"8401"	"Elmod3"	15.0457120100862	-0.566072296350312	0.902073419898485	-0.627523529530462	0.53031611749898	0.853310314587221	"chr6"	72565922	72598413	32492	"-"	"refGene"	"transcript"	NA	NA	"Elmod3"	"NM_001253692"	NA	NA
"8402"	"Ccr2"	8.50430952621675	-0.0429702632869175	1.14807221361837	-0.0374281885557428	0.970143597194924	0.993903589814296	"chr9"	124102183	124109140	6958	"+"	"refGene"	"transcript"	NA	NA	"Ccr2"	"NM_009915"	NA	NA
"8403"	"Fam71d"	10.2910220383034	-0.417575814137451	1.04420694150264	-0.399897565837429	0.689231965211752	0.926536716513707	"chr12"	78691535	78734519	42985	"+"	"refGene"	"transcript"	NA	NA	"Fam71d"	"NM_029069"	NA	NA
"8404"	"2410022M11Rik"	60.8218812780571	0.496147543103691	0.462324797736508	1.07315797364272	0.28320024326907	0.644734150687893	"chr14"	56811989	56813899	1911	"+"	"refGene"	"transcript"	NA	NA	"2410022M11Rik"	"NR_152252"	NA	NA
"8405"	"Dhrs13os"	53.6098489079778	0.524523762515521	0.526539860635156	0.996171043694197	0.319167046027315	0.687918545497376	"chr11"	78030006	78032665	2660	"-"	"refGene"	"transcript"	NA	NA	"Dhrs13os"	"NR_152257"	NA	NA
"8406"	"Mrpl40"	1225.31163256103	0.292433411160346	0.213332589481491	1.37078639447967	0.170441553435231	0.489240057123779	"chr16"	18872018	18876637	4620	"-"	"refGene"	"transcript"	NA	NA	"Mrpl40"	"NM_010922"	NA	NA
"8407"	"Mterf4"	268.231989483802	0.0646550338735368	0.311766431715535	0.207382922907268	0.835710818250751	0.969001574965631	"chr1"	93301205	93305879	4675	"-"	"refGene"	"transcript"	NA	NA	"Mterf4"	"NM_001310756"	NA	NA
"8408"	"Plat"	1097.09204448045	0.268885736979936	0.199520217653785	1.34766160613616	0.177767246149688	0.50043751032166	"chr8"	22757722	22782848	25127	"+"	"refGene"	"transcript"	NA	NA	"Plat"	"NM_008872"	NA	NA
"8409"	"Ptgfr"	365.670262053433	1.84345964154817	0.266969573026175	6.90513012644865	5.01574294731682e-12	1.53862460091785e-10	"chr3"	151798610	151837528	38919	"-"	"refGene"	"transcript"	NA	NA	"Ptgfr"	"NM_008966"	NA	NA
"8410"	"Top3a"	202.275917890338	0.137735282908271	0.291531911912592	0.4724535369204	0.636603098592286	0.906364055363406	"chr11"	60738209	60777365	39157	"-"	"refGene"	"transcript"	NA	NA	"Top3a"	"NM_009410"	NA	NA
"8411"	"Zfp750"	6.62509313113862	0.0310376267044746	1.32757656766915	0.0233791612930982	0.981347827342061	0.996516882550129	"chr11"	121510976	121519342	8367	"-"	"refGene"	"transcript"	NA	NA	"Zfp750"	"NM_178763"	NA	NA
"8412"	"Pced1a"	626.671838414113	0.617268950604604	0.218478504640922	2.82530746729116	0.00472352657849384	0.0328772989282975	"chr2"	130417684	130424288	6605	"-"	"refGene"	"transcript"	NA	NA	"Pced1a"	"NM_178762"	NA	NA
"8413"	"Zmym4"	8981.81066754044	-0.217359537866385	0.189009006597052	-1.14999566306263	0.250145657544154	0.60647886334475	"chr4"	126861820	126967923	106104	"-"	"refGene"	"transcript"	NA	NA	"Zmym4"	"NM_001114399"	NA	NA
"8414"	"Fam151b"	81.2429245514546	1.38979277314456	0.428525684262463	3.24319597210734	0.00118196881678812	0.0101287111132214	"chr13"	92449620	92484031	34412	"-"	"refGene"	"transcript"	NA	NA	"Fam151b"	"NM_001163627"	NA	NA
"8415"	"Dok6"	30.9615297348331	-8.44087458059602	1.5680256942794	-5.38312261807363	7.32046334119044e-08	1.39681042559293e-06	"chr18"	89292423	89769540	477118	"-"	"refGene"	"transcript"	NA	NA	"Dok6"	"NM_001039173"	NA	NA
"8416"	"Dnaja3"	588.271402576088	0.149753379265511	0.238428292297321	0.628085609398938	0.529947859673644	0.853302536072625	"chr16"	4684070	4707693	23624	"+"	"refGene"	"transcript"	NA	NA	"Dnaja3"	"NM_001135112"	NA	NA
"8417"	"Osgepl1"	889.376927688504	0.112356773045568	0.208777972757537	0.5381639239119	0.590463883819971	0.886908006335479	"chr1"	53313624	53326342	12719	"+"	"refGene"	"transcript"	NA	NA	"Osgepl1"	"NM_001285839"	NA	NA
"8418"	"Acta1"	2.3694719453385	0.356014929779765	2.13688630648437	0.16660452579973	0.867681232401464	0.974995314504135	"chr8"	123891758	123894775	3018	"-"	"refGene"	"transcript"	NA	NA	"Acta1"	"NM_001272041"	NA	NA
"8419"	"Fam174c"	3.92676567154036	-0.854636310426652	1.66879254017832	-0.512128553939562	0.608561041722899	0.895048835337084	"chr10"	80172944	80175119	2176	"+"	"refGene"	"transcript"	NA	NA	"Fam174c"	"NM_027207"	NA	NA
"8420"	"Gm6607"	10.2131826145161	-0.910225925514917	1.08298743348232	-0.840476904323911	0.400641045731778	0.764865011271641	"chr9"	22330139	22330690	552	"-"	"refGene"	"transcript"	NA	NA	"Gm6607"	"NR_033622"	NA	NA
"8421"	"Olfr856-ps1"	198.536237454624	-0.534243972630494	0.313093944014805	-1.70633761158035	0.0879452391578332	0.323025353443892	"chr9"	19657039	19658680	1642	"-"	"refGene"	"transcript"	NA	NA	"Olfr856-ps1"	"NR_033621"	NA	NA
"8422"	"BC025920"	17.8434792663048	-0.242377703244403	0.829997670857115	-0.292022148681581	0.770269689496992	0.95492201833634	"chr10"	81606308	81609836	3529	"+"	"refGene"	"transcript"	NA	NA	"BC025920"	"NR_030677"	NA	NA
"8423"	"Cdc7"	3624.25307113074	0.0568674873892083	0.183013642917435	0.310728131972454	0.756007308960805	0.949719036034088	"chr5"	106964561	106984439	19879	"+"	"refGene"	"transcript"	NA	NA	"Cdc7"	"NM_001271566"	NA	NA
"8424"	"Arxes2"	3939.03444643808	0.173995327331791	0.218050112256019	0.797960274046997	0.424893543833248	0.78160636940659	"chrX"	135993820	135995359	1540	"+"	"refGene"	"transcript"	NA	NA	"Arxes2"	"NM_029823"	NA	NA
"8425"	"Lrp2bp"	3.48460912086025	0.354275640046423	1.7442020877188	0.203116165575614	0.839044236786396	0.969386868452407	"chr8"	46010602	46029476	18875	"+"	"refGene"	"transcript"	NA	NA	"Lrp2bp"	"NM_026278"	NA	NA
"8426"	"Selenon"	129.869872210636	-0.760523713623897	0.368503664912757	-2.06381587494917	0.0390351773187588	0.180288634377201	"chr4"	134537892	134552166	14275	"-"	"refGene"	"transcript"	NA	NA	"Selenon"	"NM_029100"	NA	NA
"8427"	"Elovl5"	10127.5784756203	-0.637539634532902	0.188910667951651	-3.37482070994567	0.000738637952625094	0.00665421679675469	"chr9"	77917365	77984519	67155	"+"	"refGene"	"transcript"	NA	NA	"Elovl5"	"NM_134255"	NA	NA
"8428"	"2500002B13Rik"	22.839895608054	-0.00984714849621285	0.726163052593864	-0.0135605198598837	0.989180602160716	0.997982662397007	"chr8"	57487963	57506730	18768	"+"	"refGene"	"transcript"	NA	NA	"2500002B13Rik"	"NR_126555"	NA	NA
"8429"	"Ank2"	442.161861512312	-2.8729224051348	0.272464860459064	-10.5441942138679	5.40340465234879e-26	4.24802091439027e-24	"chr3"	126921607	127409058	487452	"-"	"refGene"	"transcript"	NA	NA	"Ank2"	"NM_001327939"	NA	NA
"8430"	"Tusc3"	7977.79154914656	0.158910680673327	0.195321359882768	0.813585778681375	0.415882287622225	0.774855738828941	"chr8"	39005845	39167049	161205	"+"	"refGene"	"transcript"	NA	NA	"Tusc3"	"NM_001357306"	NA	NA
"8431"	"Apold1"	919.042192789744	7.40359417709448	0.380740621131388	19.4452437333699	3.19751713435667e-84	1.84010716047958e-81	"chr6"	134982001	134986836	4836	"+"	"refGene"	"transcript"	NA	NA	"Apold1"	"NM_001109914"	NA	NA
"8432"	"Serinc4"	3.55935649735118	0.052066910370263	1.79072301180418	0.0290759151622254	0.97680404459119	0.995553842673732	"chr2"	121451177	121456764	5588	"-"	"refGene"	"transcript"	NA	NA	"Serinc4"	"NM_001363097"	NA	NA
"8433"	"2610307P16Rik"	94.6399000821291	-2.96951016432638	0.427646960320099	-6.94383554627317	3.81594701045543e-12	1.18831232985763e-10	"chr13"	28460034	28885422	425389	"-"	"refGene"	"transcript"	NA	NA	"2610307P16Rik"	"NR_045053"	NA	NA
"8434"	"Xab2"	20.6343106088945	0.119259736288538	0.7808998122282	0.152720918126802	0.878618363996652	0.976792682167511	"chr8"	3610090	3621296	11207	"-"	"refGene"	"transcript"	NA	NA	"Xab2"	"NM_026156"	NA	NA
"8435"	"Vat1"	125.819036007343	0.131484992362044	0.437472127551223	0.300556273374579	0.763752879272748	0.952671464721435	"chr11"	101458748	101466199	7452	"-"	"refGene"	"transcript"	NA	NA	"Vat1"	"NM_012037"	NA	NA
"8436"	"Arl13b"	3879.19568472918	0.477978134670413	0.202095915525569	2.36510536804956	0.0180249418268513	0.0993201218165105	"chr16"	62793673	62847040	53368	"-"	"refGene"	"transcript"	NA	NA	"Arl13b"	"NM_026577"	NA	NA
"8437"	"Myh9"	6291.39124901855	-0.241081669005759	0.206237443080795	-1.16895198759477	0.24242297601693	0.596398658679134	"chr15"	77760585	77842175	81591	"-"	"refGene"	"transcript"	NA	NA	"Myh9"	"NM_022410"	NA	NA
"8438"	"Mir669f"	10.6626729289209	-1.5684769563098	1.18157962772762	-1.32744075769676	0.184362924773499	0.510868528258152	"chr2"	10467229	10467349	121	"+"	"refGene"	"transcript"	NA	NA	"Mir669f"	"NR_130324"	NA	NA
"8439"	"Mir669d"	11.6526810369698	-2.36527994551202	1.05406039004159	-2.24397004939982	0.0248343284577972	0.127331874510311	"chr2"	10468343	10468463	121	"+"	"refGene"	"transcript"	NA	NA	"Mir669d"	"NR_130323"	NA	NA
"8440"	"Clint1"	7116.81870301277	0.120062562005345	0.198288083613563	0.605495599217807	0.544849747876723	0.863079146023535	"chr11"	45851969	45910625	58657	"+"	"refGene"	"transcript"	NA	NA	"Clint1"	"NM_001346760"	NA	NA
"8441"	"Scarna6"	71.7991308391743	-0.635531842187688	0.521715806611865	-1.21815715401642	0.223164258102518	0.569165782896813	"chr1"	87784571	87784818	248	"+"	"refGene"	"transcript"	NA	NA	"Scarna6"	"NR_028519"	NA	NA
"8442"	"Scarna3a"	14.3544242102395	0.00732619573562122	0.892056202705299	0.00821270645661495	0.993447281977829	0.998401429827251	"chr1"	159340307	159340424	118	"+"	"refGene"	"transcript"	NA	NA	"Scarna3a"	"NR_028518"	NA	NA
"8443"	"Snora20"	51.7891814895755	0.250437005172234	0.516538866604656	0.484836710968956	0.627792179448514	0.903746856686589	"chr17"	12922857	12922917	61	"+"	"refGene"	"transcript"	NA	NA	"Snora20"	"NR_028479"	NA	NA
"8444"	"AF357359"	362.049935291203	-11.9890337056854	1.46404935339907	-8.18895461266425	2.63504880292371e-16	1.19591315860137e-14	"chr12"	109650709	109650738	30	"+"	"refGene"	"transcript"	NA	NA	"AF357359"	"NR_028434"	NA	NA
"8445"	"Taf12"	1356.64295922141	0.159816312730816	0.212801387738501	0.751011609600988	0.452645668891626	0.802372344397181	"chr4"	132274375	132293330	18956	"+"	"refGene"	"transcript"	NA	NA	"Taf12"	"NM_025579"	NA	NA
"8446"	"Oaz1"	4288.74046767305	0.236117574938938	0.21162920333399	1.11571357458782	0.26454475809874	0.621490110183959	"chr10"	80826656	80829290	2635	"+"	"refGene"	"transcript"	NA	NA	"Oaz1"	"NM_001301034"	NA	NA
"8447"	"Letm1"	318.360145716455	0.320073183186891	0.278919669654394	1.14754611456227	0.251155985686798	0.607801710021188	"chr5"	33739673	33782717	43045	"-"	"refGene"	"transcript"	NA	NA	"Letm1"	"NM_019694"	NA	NA
"8448"	"2810403D21Rik"	167.403717080236	0.132093882203067	0.329304626320725	0.40112974931125	0.688324599067466	0.926375860085162	"chrX"	108834478	108886896	52419	"+"	"refGene"	"transcript"	NA	NA	"2810403D21Rik"	"NR_015493"	NA	NA
"8449"	"Mir3066"	6.58922614919744	1.10593466107642	1.37976308477848	0.801539534777433	0.422819366146939	0.780485273384144	"chr12"	17355392	17355474	83	"+"	"refGene"	"transcript"	NA	NA	"Mir3066"	"NR_037226"	NA	NA
"8450"	"Reps1"	1538.48677571023	-0.189186028805073	0.190456700983916	-0.993328288412646	0.320549996092945	0.689158629517845	"chr10"	18055940	18125155	69216	"+"	"refGene"	"transcript"	NA	NA	"Reps1"	"NM_009048"	NA	NA
"8451"	"EU599041"	5.2552457489754	-1.34555376304236	1.62378228017519	-0.828654050158244	0.407300193834157	0.769007387583	"chr7"	43214039	43226842	12804	"+"	"refGene"	"transcript"	NA	NA	"EU599041"	"NM_001177525"	NA	NA
"8452"	"Tkt"	135.14574396222	0.122761616593304	0.343311970323647	0.357580356075479	0.720657381160575	0.934752293117144	"chr14"	30549131	30574726	25596	"+"	"refGene"	"transcript"	NA	NA	"Tkt"	"NM_009388"	NA	NA
"8453"	"H2ap"	8.24206747356447	-1.43186153804681	1.21852008574968	-1.17508242563427	0.239961740979157	0.593795935236866	"chrX"	9846947	9847500	554	"+"	"refGene"	"transcript"	NA	NA	"H2ap"	"NM_026096"	NA	NA
"8454"	"Zfp182"	1594.65983217102	0.036830584387073	0.214397954843884	0.171786080766916	0.863605708784879	0.974627426741069	"chrX"	21026184	21062038	35855	"-"	"refGene"	"transcript"	NA	NA	"Zfp182"	"NM_001111076"	NA	NA
"8455"	"Surf6"	550.666084875297	0.0211422004873985	0.230692350376079	0.091646734072162	0.926978719243853	0.986937415589146	"chr2"	26890418	26902887	12470	"-"	"refGene"	"transcript"	NA	NA	"Surf6"	"NM_009298"	NA	NA
"8456"	"Terf2ip"	1515.34044063896	-1.00342996225384	0.209512620081483	-4.78935331849503	1.67319651474128e-06	2.60804748186162e-05	"chr8"	112011359	112020528	9170	"+"	"refGene"	"transcript"	NA	NA	"Terf2ip"	"NM_020584"	NA	NA
"8457"	"Atp5j2"	80.6154515297812	-0.0497955678288972	0.51808066776947	-0.0961154718304499	0.923428863454558	0.986403330595689	"chr5"	145183706	145191592	7887	"-"	"refGene"	"transcript"	NA	NA	"Atp5j2"	"NM_020582"	NA	NA
"8458"	"Angptl4"	2.53840689559525	0.617864588126173	2.21983261264392	0.278338368671082	0.780752625373946	0.956835227004448	"chr17"	33774900	33781575	6676	"-"	"refGene"	"transcript"	NA	NA	"Angptl4"	"NM_020581"	NA	NA
"8459"	"2810021J22Rik"	321.044236395273	-0.632951138432172	0.253636560111664	-2.49550434745493	0.0125778213974366	0.0738902067966192	"chr11"	58867240	58884338	17099	"+"	"refGene"	"transcript"	NA	NA	"2810021J22Rik"	"NM_172403"	NA	NA
"8460"	"Mir6374"	15.6039863102308	-0.355566630778203	0.855217802802976	-0.415761493286077	0.677584538636958	0.921705379159565	"chr6"	83400996	83401102	107	"-"	"refGene"	"transcript"	NA	NA	"Mir6374"	"NR_105793"	NA	NA
"8461"	"Cant1"	94.6082347807446	0.323110285156707	0.460329351226284	0.701911108418277	0.482734600893926	0.822989999572761	"chr11"	118406289	118419118	12830	"-"	"refGene"	"transcript"	NA	NA	"Cant1"	"NM_001267592"	NA	NA
"8462"	"Ecd"	919.9933594196	0.447269036383195	0.208971719967234	2.14033284720691	0.0323278772396463	0.155969540525416	"chr14"	20319859	20348121	28263	"-"	"refGene"	"transcript"	NA	NA	"Ecd"	"NM_027475"	NA	NA
"8463"	"5730455P16Rik"	2032.28548105423	0.310276391830904	0.201576366182919	1.53924985208507	0.123743311425769	0.403553561768584	"chr11"	80360492	80378015	17524	"-"	"refGene"	"transcript"	NA	NA	"5730455P16Rik"	"NM_027472"	NA	NA
"8464"	"Tmem82"	5.3918822493711	0.175342960444489	1.46232106060982	0.119907293389707	0.904556586874902	0.982484991897018	"chr4"	141614233	141618633	4401	"-"	"refGene"	"transcript"	NA	NA	"Tmem82"	"NM_145987"	NA	NA
"8465"	"Egr3"	787.472936939267	2.33148705130374	0.274999630685542	8.47814611783881	2.28810497111207e-17	1.09365336277041e-15	"chr14"	70077795	70082613	4819	"+"	"refGene"	"transcript"	NA	NA	"Egr3"	"NM_001289927"	NA	NA
"8466"	"Gm20300"	2604.7054801611	-0.0389478099775088	0.223378847553152	-0.174357645784887	0.861584398180409	0.974441574220446	"chr10"	30603195	30606634	3440	"-"	"refGene"	"transcript"	NA	NA	"Gm20300"	"NR_045008"	NA	NA
"8467"	"Kbtbd8"	1554.43207310609	0.270983908923889	0.2288228861998	1.1842517740436	0.236313412860441	0.589125120572374	"chr6"	95117880	95129793	11914	"+"	"refGene"	"transcript"	NA	NA	"Kbtbd8"	"NM_001102670"	NA	NA
"8468"	"Mlh3"	488.019590040339	-0.564971253901039	0.229861019955648	-2.45788195845494	0.0139759102958519	0.0809466269832612	"chr12"	85234466	85270591	36126	"-"	"refGene"	"transcript"	NA	NA	"Mlh3"	"NM_001304475"	NA	NA
"8469"	"Usp10"	1039.34681563357	0.0606610059445498	0.199905329185704	0.303448668385415	0.761547960949167	0.951240711423481	"chr8"	119910360	119957559	47200	"+"	"refGene"	"transcript"	NA	NA	"Usp10"	"NM_001310630"	NA	NA
"8470"	"Morf4l1"	4268.24969660751	-0.254671014478052	0.181791950719055	-1.40089268788158	0.161246165688417	0.474258129197445	"chr9"	90091669	90114820	23152	"-"	"refGene"	"transcript"	NA	NA	"Morf4l1"	"NM_024431"	NA	NA
"8471"	"Pla2g15"	80.4076395560483	-1.3611181864554	0.53288913969701	-2.55422391837315	0.0106424790941419	0.0650715455705139	"chr8"	106150354	106164718	14365	"+"	"refGene"	"transcript"	NA	NA	"Pla2g15"	"NM_001357319"	NA	NA
"8472"	"Taf5l"	486.209932566595	0.0206445970352826	0.254551225156158	0.0811019354655154	0.935360886481672	0.987887226682038	"chr8"	123996316	124021056	24741	"-"	"refGene"	"transcript"	NA	NA	"Taf5l"	"NM_001357315"	NA	NA
"8473"	"Elof1"	104.900566748715	-0.269958753031794	0.436304032249189	-0.618739991102375	0.536087660266081	0.857442264396677	"chr9"	22112986	22117195	4210	"-"	"refGene"	"transcript"	NA	NA	"Elof1"	"NM_001357314"	NA	NA
"8474"	"Nod1"	5.9661779648738	-2.08974108763812	1.44613729535812	-1.44505026897921	0.148443766261941	0.450656354760613	"chr6"	54923942	54972612	48671	"-"	"refGene"	"transcript"	NA	NA	"Nod1"	"NM_172729"	NA	NA
"8475"	"2610002M06Rik"	2368.7897908439	-0.199996295989405	0.20376079837039	-0.981524893840757	0.326333964550985	0.695315247113785	"chrX"	107782752	107816334	33583	"-"	"refGene"	"transcript"	NA	NA	"2610002M06Rik"	"NM_025921"	NA	NA
"8476"	"Bcas2"	3671.89765968412	0.200549601206895	0.190358414741475	1.05353683197698	0.292095022805144	0.65621035182661	"chr3"	103171655	103179154	7500	"+"	"refGene"	"transcript"	NA	NA	"Bcas2"	"NM_001356330"	NA	NA
"8477"	"Qtrt2"	4443.12481945609	0.206976214739879	0.201620233543216	1.02656470088611	0.304625482755207	0.672587467845385	"chr16"	43861413	43889676	28264	"-"	"refGene"	"transcript"	NA	NA	"Qtrt2"	"NM_001356329"	NA	NA
"8478"	"Pggt1b"	7091.42903885221	-0.0248707110982796	0.214315783549184	-0.116047034363999	0.907615265545853	0.982995202283714	"chr18"	46239949	46280850	40902	"-"	"refGene"	"transcript"	NA	NA	"Pggt1b"	"NM_172627"	NA	NA
"8479"	"Col6a3"	3016.34812354472	-0.434840992096088	0.185111671184463	-2.34907388234192	0.0188201720067788	0.102991941674221	"chr1"	90766860	90843971	77112	"-"	"refGene"	"transcript"	NA	NA	"Col6a3"	"NM_001243009"	NA	NA
"8480"	"Glg1"	7306.75383475758	-1.1057889585743	0.174625859843689	-6.33233221908894	2.41482822868603e-10	6.1490502170099e-09	"chr8"	111153284	111259210	105927	"-"	"refGene"	"transcript"	NA	NA	"Glg1"	"NM_001368315"	NA	NA
"8481"	"Tmem131"	2298.69266034144	0.0120971933425502	0.1923402038098	0.062894772402928	0.949850297622959	0.988925614452121	"chr1"	36792189	36939527	147339	"-"	"refGene"	"transcript"	NA	NA	"Tmem131"	"NM_018872"	NA	NA
"8482"	"Glrp1"	21.2149612669563	1.85777496658318	0.785642139657063	2.36465799478897	0.0180467278643558	0.0993640542611889	"chr1"	88499871	88510066	10196	"-"	"refGene"	"transcript"	NA	NA	"Glrp1"	"NM_008132"	NA	NA
"8483"	"Adam12"	2624.22753738673	-0.159818616090509	0.181959536156742	-0.878319539970906	0.379770334728848	0.74631277226389	"chr7"	133883199	134225097	341899	"-"	"refGene"	"transcript"	NA	NA	"Adam12"	"NM_007400"	NA	NA
"8484"	"Gm20337"	81.5979733584987	-0.101094445163116	0.428007610052369	-0.23619777496654	0.813279205999071	0.965193581928634	"chr12"	80942652	80945399	2748	"-"	"refGene"	"transcript"	NA	NA	"Gm20337"	"NR_045057"	NA	NA
"8485"	"Tspan31"	1764.17550227614	-0.117645496476748	0.256032455339042	-0.459494466515817	0.645879124797998	0.909312356245111	"chr10"	127067290	127070261	2972	"-"	"refGene"	"transcript"	NA	NA	"Tspan31"	"NM_025982"	NA	NA
"8486"	"Tbc1d10a"	8.62150582933757	0.522143642981123	1.19125665361489	0.438313306705712	0.661159181119348	0.916406522174976	"chr11"	4186833	4215505	28673	"+"	"refGene"	"transcript"	NA	NA	"Tbc1d10a"	"NM_134023"	NA	NA
