gene_name	Chromosome	seqnames	Cell Type	Lin- WT rep1 (FPKM)	Lin- XistΔ/Δ rep1 (FPK	Lin- WT rep2 (FPKM)	Lin- XistΔ/Δ rep2 (FPK	FoldChange_1	FoldChange_2	FoldChange
Fam63a	chr3	autosomes	LSK+ and Lin-	17.83593812	17.27785124	24.03970496	23.30407366	0.968709979	0.96939932	0.96905465
Magi3	chr3	autosomes	LSK+ and Lin-	3.794477754	3.051774029	5.06590658	3.803735577	0.804267208	0.750849925	0.777558567
Psma5	chr3	autosomes	LSK+ and Lin-	6.288975076	5.092487175	7.149051689	6.80526952	0.809748348	0.9519122	0.880830274
Slc25a24	chr3	autosomes	LSK+ and Lin-	23.18047613	15.03334738	27.34534269	24.14229672	0.648534883	0.882866856	0.76570087
Rnpc3	chr3	autosomes	LSK+ and Lin-	12.68497559	6.631617556	10.99914039	8.26934136	0.522793088	0.751817057	0.637305072
Agl	chr3	autosomes	LSK+ and Lin-	6.114866685	4.930028403	6.016034266	5.604079397	0.806236449	0.931523849	0.868880149
Casp6	chr3	autosomes	LSK+ and Lin-	13.09721098	10.45622226	10.93068987	10.62516401	0.798354877	0.972048804	0.885201841
Rpl34	chr3	autosomes	LSK+ and Lin-	3.742399727	2.88389401	1.712212916	1.294497958	0.770600209	0.756037959	0.763319084
Bank1	chr3	autosomes	LSK+ and Lin-	7.323567505	3.030611542	8.856035044	6.278562844	0.413816291	0.708958672	0.561387481
St6galnac3	chr3	autosomes	LSK+ and Lin-	3.160523885	3.153972973	2.808844522	2.787728366	0.99792727	0.992482262	0.995204766
Acadm	chr3	autosomes	LSK+ and Lin-	23.24326209	21.08512	18.61778977	18.39348806	0.907149776	0.987952291	0.947551034
Decr1	chr4	autosomes	LSK+ and Lin-	7.815060202	5.627907164	6.013528234	5.152888916	0.720136124	0.856882801	0.788509463
Wwp1	chr4	autosomes	LSK+ and Lin-	11.49054988	10.28912685	13.23252404	12.44673302	0.895442512	0.940616694	0.918029603
Fbxl4	chr4	autosomes	LSK+ and Lin-	3.297579779	2.84007045	2.963782101	2.549653617	0.861259057	0.860270266	0.860764661
Slc35a1	chr4	autosomes	LSK+ and Lin-	10.59852777	8.376048872	10.87239107	7.290412726	0.790303055	0.670543644	0.730423349
Ccl27a	chr4	autosomes	LSK+ and Lin-	1.310390234	0.966817328	1.439819825	0.607567502	0.73780871	0.421974675	0.579891693
Tesk1	chr4	autosomes	LSK+ and Lin-	11.27237513	11.14781331	10.15684386	8.646895574	0.988949816	0.851336861	0.920143339
Zcchc7	chr4	autosomes	LSK+ and Lin-	15.58960037	11.96334576	13.42356037	13.07991932	0.767392716	0.974400156	0.870896436
Atp6v1g1	chr4	autosomes	LSK+ and Lin-	20.25843762	19.00174934	20.10264069	13.67803776	0.937967167	0.680410001	0.809188584
Fggy	chr4	autosomes	LSK+ and Lin-	1.900857657	1.272982088	1.594404926	0.970606494	0.669688277	0.608757837	0.639223057
E130102H24Rik	chr4	autosomes	LSK+ and Lin-	1.750964035	0.063248121	3.68003694	2.668686489	0.036121885	0.725179267	0.380650576
Oma1	chr4	autosomes	LSK+ and Lin-	11.69080495	6.997560616	15.22586406	13.99796081	0.598552507	0.919354117	0.758953312
Prpf38a	chr4	autosomes	LSK+ and Lin-	25.83983157	24.13754826	24.72300938	21.61339631	0.934121734	0.874221903	0.904171818
Toe1	chr4	autosomes	LSK+ and Lin-	11.84244208	9.683388138	12.41109214	10.85062997	0.817685075	0.874268747	0.845976911
St3gal3	chr4	autosomes	LSK+ and Lin-	6.83193445	6.353936343	7.243067991	4.074430312	0.930034735	0.562528243	0.746281489
Utp11l	chr4	autosomes	LSK+ and Lin-	55.40202704	42.34531395	34.55792446	34.53902698	0.764327881	0.999453165	0.881890523
Iqcc	chr4	autosomes	LSK+ and Lin-	4.662289156	3.401343403	6.264824791	4.382017463	0.72954364	0.69946369	0.714503665
Sesn2	chr4	autosomes	LSK+ and Lin-	6.5362729	5.042792946	8.183206167	7.630537841	0.771508935	0.932463106	0.851986021
Ahdc1	chr4	autosomes	LSK+ and Lin-	8.753626697	7.803718346	10.3119311	7.809881846	0.891484023	0.757363657	0.82442384
Sytl1	chr4	autosomes	LSK+ and Lin-	3.699536868	2.187300737	6.919971503	4.986306865	0.591236367	0.720567543	0.655901955
Zdhhc18	chr4	autosomes	LSK+ and Lin-	27.37211287	22.59959559	32.90797647	27.76260428	0.825643081	0.843643616	0.834643349
Zfp593	chr4	autosomes	LSK+ and Lin-	2.278424228	1.604120869	1.592057624	1.354112995	0.704048372	0.850542704	0.777295538
Rpl11	chr4	autosomes	LSK+ and Lin-	8.819670694	6.769891483	5.378889972	3.503571072	0.767590052	0.65135578	0.709472916
C1qc	chr4	autosomes	LSK+ and Lin-	22.83313584	22.62242474	19.72720263	13.13645813	0.990771697	0.665905774	0.828338735
Pink1	chr4	autosomes	LSK+ and Lin-	14.92880003	12.85717216	20.63004889	14.95311103	0.861232794	0.72482189	0.793027342
Padi4	chr4	autosomes	LSK+ and Lin-	26.96028634	25.84107402	41.70708532	36.71241973	0.958486631	0.880244195	0.919365413
Zfp933	chr4	autosomes	LSK+ and Lin-	4.413794023	3.475534145	4.409694101	4.010175769	0.787425541	0.909399989	0.848412765
Per3	chr4	autosomes	LSK+ and Lin-	3.749098299	3.027250845	2.625164295	2.471907287	0.807461049	0.941620032	0.87454054
Camta1	chr4	autosomes	LSK+ and Lin-	1.632577002	1.540672798	1.832825852	1.771877451	0.943706053	0.966746212	0.955226132
Fam132a	chr4	autosomes	LSK+ and Lin-	34.05051776	29.25960544	26.233247	21.4770655	0.859299869	0.818696424	0.838998146
Klhl17	chr4	autosomes	LSK+ and Lin-	4.399776416	3.029446502	5.039424934	3.367874889	0.688545557	0.668305399	0.678425478
Akap9	chr5	autosomes	LSK+ and Lin-	14.91423937	12.69796554	16.50268669	15.63090816	0.851398802	0.947173539	0.899286171
Napepld	chr5	autosomes	LSK+ and Lin-	3.721811588	2.89808298	2.609632978	2.301089151	0.778675361	0.881767348	0.830221354
5031425E22Rik	chr5	autosomes	LSK+ and Lin-	8.664813333	5.388759793	10.05877452	7.540173381	0.62191297	0.749611532	0.685762251
Kmt2e	chr5	autosomes	LSK+ and Lin-	69.25975875	64.2896847	76.35312481	70.9171246	0.92824009	0.928804483	0.928522286
Cdk5	chr5	autosomes	LSK+ and Lin-	6.6424752	2.367778544	7.093765501	4.725974878	0.356460276	0.666215267	0.511337772
Tmub1	chr5	autosomes	LSK+ and Lin-	8.495823411	5.340249693	8.378655533	6.949940984	0.628573528	0.829481646	0.729027587
Rheb	chr5	autosomes	LSK+ and Lin-	34.41677524	29.67347354	29.7320163	27.8119488	0.862180531	0.935420878	0.898800704
Prkag2os1	chr5	autosomes	LSK+ and Lin-	1.322950604	1.242474202	1.638492638	1.115422627	0.939169004	0.680761452	0.809965228
Kmt2c	chr5	autosomes	LSK+ and Lin-	29.52615154	24.16952119	35.20323837	33.05583471	0.818580138	0.938999826	0.878789982
Slc35f6	chr5	autosomes	LSK+ and Lin-	8.738202492	8.227755582	9.409902558	8.006538472	0.941584449	0.850863059	0.896223754
Mpv17	chr5	autosomes	LSK+ and Lin-	10.99748498	9.226026204	8.687188112	7.270806219	0.838921464	0.836957382	0.837939423
Snx17	chr5	autosomes	LSK+ and Lin-	20.41167605	15.42863131	21.44981861	20.94053144	0.755872829	0.976256808	0.866064818
Zfp513	chr5	autosomes	LSK+ and Lin-	4.826819475	2.923411944	7.563800827	6.089463189	0.605660095	0.805079791	0.705369943
Spon2	chr5	autosomes	LSK+ and Lin-	3.09207177	1.776489024	1.911696819	1.670775064	0.574530333	0.873974915	0.724252624
Tmem129	chr5	autosomes	LSK+ and Lin-	11.08943889	8.939067785	9.703906931	8.422450267	0.806088376	0.867944254	0.837016315
Tnip2	chr5	autosomes	LSK+ and Lin-	7.203132947	5.125607146	5.700554243	5.552018527	0.71158025	0.973943636	0.842761943
Wfs1	chr5	autosomes	LSK+ and Lin-	1.561816685	0.915926495	3.130789804	2.407215499	0.586449423	0.768884419	0.677666921
Jakmip1	chr5	autosomes	LSK+ and Lin-	6.254440592	4.011980734	6.851127905	5.598725664	0.641461163	0.817197656	0.729329409
Sgcb	chr5	autosomes	LSK+ and Lin-	1.339767021	1.028193497	2.242101543	1.42446544	0.767442011	0.635326016	0.701384013
Dancr	chr5	autosomes	LSK+ and Lin-	4.345720342	3.835913076	2.229994806	1.885816247	0.882687512	0.84565948	0.864173496
Chic2	chr5	autosomes	LSK+ and Lin-	13.08116048	12.8199725	14.34162967	14.22390972	0.980033271	0.991791731	0.985912501
Jchain	chr5	autosomes	LSK+ and Lin-	378.7567614	275.755068	544.1869006	259.9835599	0.728053189	0.477746817	0.602900003
Antxr2	chr5	autosomes	LSK+ and Lin-	16.92363222	13.79810624	24.74119515	15.39902206	0.815315888	0.622404131	0.718860009
BC005561	chr5	autosomes	LSK+ and Lin-	4.921565842	4.090850874	5.920205014	4.60706161	0.831209214	0.778192917	0.804701066
Zfp326	chr5	autosomes	LSK+ and Lin-	8.462323015	7.783583687	8.087161604	7.923505574	0.919792789	0.979763477	0.949778133
Btbd8	chr5	autosomes	LSK+ and Lin-	3.897979459	1.58533033	2.297357402	1.797750754	0.406705666	0.782529855	0.59461776
Idua	chr5	autosomes	LSK+ and Lin-	8.730858054	6.087239034	7.245614169	7.046685836	0.697209713	0.972545001	0.834877357
Gm10416	chr5	autosomes	LSK+ and Lin-	2.55008002	1.768582976	3.675123673	0.793866571	0.693540188	0.216010845	0.454775517
Gtpbp6	chr5	autosomes	LSK+ and Lin-	2.965119359	1.99198293	4.07847703	2.84022356	0.67180531	0.696393173	0.684099242
Ddx51	chr5	autosomes	LSK+ and Lin-	9.51007246	9.049936895	8.439285232	6.774814072	0.951615977	0.802771074	0.877193526
Ulk1	chr5	autosomes	LSK+ and Lin-	20.14143601	17.90043552	21.58799191	19.45400896	0.888736807	0.901149539	0.894943173
Mn1	chr5	autosomes	LSK+ and Lin-	2.758418395	1.258398159	2.053463358	1.517842311	0.456202787	0.739162111	0.597682449
Kctd10	chr5	autosomes	LSK+ and Lin-	17.51825952	16.82865502	19.8174045	15.93037545	0.960635102	0.803857814	0.882246458
Vsig10	chr5	autosomes	LSK+ and Lin-	1.776878648	1.248674549	3.031251796	1.927681926	0.702734849	0.635935929	0.669335389
Tpcn1	chr5	autosomes	LSK+ and Lin-	58.78669623	50.38349683	44.08912956	41.96929006	0.857056104	0.951919225	0.904487665
Tmem120b	chr5	autosomes	LSK+ and Lin-	4.620991778	2.975926112	4.043376993	3.539321797	0.644001603	0.875338066	0.759669835
Rsrc2	chr5	autosomes	LSK+ and Lin-	47.17343339	42.72212931	41.74541904	40.92991439	0.905639599	0.980464811	0.943052205
Ogfod2	chr5	autosomes	LSK+ and Lin-	6.557066221	5.592800912	6.509515324	4.801405539	0.85294257	0.737598009	0.795270289
Arl6ip4	chr5	autosomes	LSK+ and Lin-	36.56581746	31.37962958	28.27855314	25.15254069	0.858168414	0.889456422	0.873812418
Pitpnm2	chr5	autosomes	LSK+ and Lin-	16.4571644	12.35616807	12.82472835	12.7432899	0.750807841	0.993649889	0.872228865
Fbxl18	chr5	autosomes	LSK+ and Lin-	8.688872969	5.999344564	7.917548316	6.090984033	0.690462916	0.769301783	0.729882349
Trrap	chr5	autosomes	LSK+ and Lin-	30.29963546	28.35314514	32.55184235	29.30068231	0.935758623	0.900123624	0.917941124
Ptcd1	chr5	autosomes	LSK+ and Lin-	6.891395185	6.613643234	7.665641231	6.97968772	0.959695832	0.910515834	0.935105833
Rab19	chr6	autosomes	LSK+ and Lin-	4.39961194	2.220435174	1.897724251	1.575413487	0.504688869	0.830159327	0.667424098
Dennd2a	chr6	autosomes	LSK+ and Lin-	1.356602321	0.970726744	1.562756225	1.359865692	0.715557337	0.870171349	0.792864343
Braf	chr6	autosomes	LSK+ and Lin-	15.35250144	14.21038604	18.73116429	16.28058921	0.925607211	0.869171235	0.897389223
Zfp956	chr6	autosomes	LSK+ and Lin-	2.951024666	1.885527321	2.404309849	1.877379388	0.638939871	0.780839204	0.709889538
Krba1	chr6	autosomes	LSK+ and Lin-	1.460698941	0.844211181	1.368334323	1.248994073	0.577950156	0.91278429	0.745367223
Ccdc126	chr6	autosomes	LSK+ and Lin-	6.217714923	2.833159342	7.618882542	3.141907857	0.455659254	0.412384341	0.434021797
Osbpl3	chr6	autosomes	LSK+ and Lin-	4.662399367	4.557002046	5.422264749	4.299242512	0.977394189	0.792886868	0.885140528
Hoxa5	chr6	autosomes	LSK+ and Lin-	2.245958862	1.235040029	1.545088955	0.633570657	0.549894324	0.410054486	0.479974405
Mira	chr6	autosomes	LSK+ and Lin-	4.36505228	1.840147343	4.81063083	2.66448316	0.421563644	0.553873962	0.487718803
Hoxa7	chr6	autosomes	LSK+ and Lin-	2.433489995	2.109653885	2.494271211	1.82861936	0.866925235	0.733127718	0.800026476
Jazf1	chr6	autosomes	LSK+ and Lin-	2.972555349	1.313307016	1.808794326	1.54916732	0.441810786	0.856464053	0.64913742
Abcg2	chr6	autosomes	LSK+ and Lin-	16.43066412	11.09145052	13.59600274	9.548070044	0.675045783	0.702270383	0.688658083
Hpgds	chr6	autosomes	LSK+ and Lin-	1.402350706	1.319733991	1.207258068	0.476488441	0.94108698	0.394686483	0.667886732
St3gal5	chr6	autosomes	LSK+ and Lin-	48.78751135	32.09260718	53.70354996	47.18133827	0.657803735	0.878551573	0.768177654
0610030E20Rik	chr6	autosomes	LSK+ and Lin-	19.72248066	18.38683208	24.0364112	20.20025526	0.932277861	0.8404023	0.886340081
Gcfc2	chr6	autosomes	LSK+ and Lin-	4.232339474	3.378255496	4.471264353	4.454826369	0.798200503	0.996323638	0.897262071
Ccdc142	chr6	autosomes	LSK+ and Lin-	4.905175493	3.56825322	2.890533512	2.701150672	0.727446597	0.934481701	0.830964149
Wbp1	chr6	autosomes	LSK+ and Lin-	25.53014253	23.63689056	25.74951337	18.87281055	0.925842484	0.732938533	0.829390508
2610306M01Rik	chr6	autosomes	LSK+ and Lin-	1.939565214	1.281110879	2.186769671	1.314409642	0.660514465	0.601073657	0.630794061
Ppp4r2	chr6	autosomes	LSK+ and Lin-	7.452838232	4.664692244	7.668199545	6.6956464	0.62589474	0.8731706	0.74953267
Irak2	chr6	autosomes	LSK+ and Lin-	7.783766301	7.502647626	9.763304581	7.957661895	0.963883978	0.815058245	0.889471111
Wnk1	chr6	autosomes	LSK+ and Lin-	76.45111123	74.14793664	77.83519788	75.57327177	0.96987389	0.970939547	0.970406718
Spsb2	chr6	autosomes	LSK+ and Lin-	4.086912137	2.896505792	5.159102182	3.188485234	0.708727199	0.61803103	0.663379114
Cd4	chr6	autosomes	LSK+ and Lin-	3.583748158	3.148877702	3.049343325	2.483814845	0.87865485	0.814540896	0.846597873
4930557K07Rik	chr6	autosomes	LSK+ and Lin-	7.462154047	2.613789757	3.394667067	3.050465196	0.350272822	0.898605117	0.624438969
Vamp1	chr6	autosomes	LSK+ and Lin-	6.021228891	3.734967995	5.298866488	5.049761601	0.620299952	0.952989024	0.786644488
Itfg2	chr6	autosomes	LSK+ and Lin-	7.049934141	5.988295793	6.991567105	4.803255332	0.849411594	0.68700697	0.768209282
Klrb1f	chr6	autosomes	LSK+ and Lin-	8.602712863	7.25709238	8.317172815	5.445748058	0.843581844	0.654759517	0.749170681
Smim10l1	chr6	autosomes	LSK+ and Lin-	17.01130626	16.44950112	13.39279227	12.42511363	0.966974603	0.927746312	0.947360457
Plekha5	chr6	autosomes	LSK+ and Lin-	3.02201622	1.981601956	3.208036432	3.036659497	0.655721813	0.946578869	0.801150341
Itpr2	chr6	autosomes	LSK+ and Lin-	15.76154572	13.41698982	22.42585457	15.64809515	0.851248353	0.697770295	0.774509324
Fgfr1op2	chr6	autosomes	LSK+ and Lin-	45.15481155	44.3151047	54.07373333	52.50411176	0.981403823	0.970972569	0.976188196
2810474O19Rik	chr6	autosomes	LSK+ and Lin-	37.49420102	36.69975057	45.06987229	40.52405461	0.978811378	0.899138439	0.938974908
Zfp579	chr7	autosomes	LSK+ and Lin-	3.526055527	2.673353655	3.551711692	2.891784924	0.758171173	0.814194725	0.786182949
Zfp606	chr7	autosomes	LSK+ and Lin-	2.408325105	1.215143697	2.318477284	2.10904792	0.50455966	0.909669435	0.707114547
Zfp110	chr7	autosomes	LSK+ and Lin-	10.6214174	9.624549817	12.42373538	10.41152989	0.906145522	0.838035387	0.872090454
Zfp128	chr7	autosomes	LSK+ and Lin-	3.21407881	2.369799677	3.103432442	2.260438236	0.737318472	0.728367148	0.73284281
Ccdc8	chr7	autosomes	LSK+ and Lin-	3.022922846	2.367778544	3.821557172	3.363903516	0.783274554	0.880244195	0.831759374
Six5	chr7	autosomes	LSK+ and Lin-	2.553565934	2.321536363	2.033040286	1.950162589	0.909135078	0.959234601	0.934184839
Ppp1r37	chr7	autosomes	LSK+ and Lin-	11.1861908	9.283572417	9.463659933	8.477217742	0.829913648	0.895765254	0.862839451
Pvrl2	chr7	autosomes	LSK+ and Lin-	1.295365125	1.181366183	1.098988964	0.431624609	0.911994742	0.392746992	0.652370867
Zfp94	chr7	autosomes	LSK+ and Lin-	1.707930473	1.636271693	1.737048586	1.484918468	0.958043503	0.854851431	0.906447467
Zfp607	chr7	autosomes	LSK+ and Lin-	3.602106053	2.897055779	4.242067239	2.879038181	0.804267208	0.678687541	0.741477374
Lsr	chr7	autosomes	LSK+ and Lin-	3.459300098	2.390471018	3.048183363	2.341122365	0.691027361	0.768038561	0.729532961
Zfp939	chr7	autosomes	LSK+ and Lin-	1.116239572	0.645130835	1.216456655	0.83656697	0.577950156	0.687707997	0.632829077
AI987944	chr7	autosomes	LSK+ and Lin-	6.018528161	5.762376415	6.557324681	6.115020669	0.95743947	0.9325481	0.944993785
Siglecg	chr7	autosomes	LSK+ and Lin-	7.843035964	4.570975324	9.320411018	7.830963204	0.58280688	0.84019505	0.711500965
Tbc1d17	chr7	autosomes	LSK+ and Lin-	10.63739262	8.221428973	8.731068034	8.344145045	0.772880091	0.955684346	0.864282218
Snord35a	chr7	autosomes	LSK+ and Lin-	6.898109716	0	2.761504445	0	0	0	0
Snord32a	chr7	autosomes	LSK+ and Lin-	5.558229969	2.920345346	18.81232288	9.96253543	0.525409233	0.529574976	0.527492104
Tead2	chr7	autosomes	LSK+ and Lin-	2.751355459	0.438661053	2.689042159	1.673670947	0.159434526	0.622404131	0.390919328
Cyth2	chr7	autosomes	LSK+ and Lin-	11.93688723	11.27042974	10.23166356	8.605300009	0.944168234	0.841046029	0.892607131
Svip	chr7	autosomes	LSK+ and Lin-	14.13213356	10.74885689	11.69990106	8.901366969	0.760596893	0.760807029	0.760701961
Nipa1	chr7	autosomes	LSK+ and Lin-	5.927617039	5.3458587	5.997665358	4.866802174	0.901856288	0.811449436	0.856652862
Mcee	chr7	autosomes	LSK+ and Lin-	23.93392991	22.83911463	20.3399086	18.55092804	0.954256769	0.912045791	0.93315128
Fam169b	chr7	autosomes	LSK+ and Lin-	1.813576051	0.586967675	1.498515067	1.023781137	0.323652088	0.683197092	0.50342459
Chd2	chr7	autosomes	LSK+ and Lin-	14.67769104	11.5105584	17.17247217	14.45850607	0.784221331	0.841958334	0.813089833
1810026B05Rik	chr7	autosomes	LSK+ and Lin-	6.692807235	4.921375289	7.168206172	5.524727861	0.735323029	0.770726696	0.753024863
Pex11a	chr7	autosomes	LSK+ and Lin-	6.146302082	1.614661932	3.690802528	3.092376724	0.262704617	0.837860249	0.550282433
Anpep	chr7	autosomes	LSK+ and Lin-	1.937032737	1.838205107	1.392934144	0.657612814	0.948979887	0.472106177	0.710543032
2900076A07Rik	chr7	autosomes	LSK+ and Lin-	3.786152179	0.553976518	6.043620384	1.044390039	0.146316495	0.172808676	0.159562586
Fah	chr7	autosomes	LSK+ and Lin-	5.164515371	3.223619064	4.031622263	3.054758498	0.624186169	0.757699581	0.690942875
Picalm	chr7	autosomes	LSK+ and Lin-	106.3128605	91.36622953	125.6544066	113.3939687	0.859409004	0.902427314	0.880918159
Tmem126a	chr7	autosomes	LSK+ and Lin-	13.51825383	10.43775651	11.42238993	8.815960822	0.772123134	0.771814032	0.771968583
Rsf1	chr7	autosomes	LSK+ and Lin-	10.3599951	9.496777279	13.41829625	10.53686852	0.916677777	0.785261282	0.85096953
Inppl1	chr7	autosomes	LSK+ and Lin-	7.453279405	7.408370583	9.993004548	8.034316042	0.993974623	0.803994034	0.898984328
Il18bp	chr7	autosomes	LSK+ and Lin-	6.101366564	5.331609092	10.86874574	5.816403296	0.873838514	0.535149449	0.704493982
Fam160a2	chr7	autosomes	LSK+ and Lin-	5.744782943	5.008288596	7.68239175	5.447192149	0.871797707	0.709048995	0.790423351
Arntl	chr7	autosomes	LSK+ and Lin-	6.812081021	4.96197605	9.61797432	6.455489276	0.728408255	0.671190114	0.699799184
Smg1	chr7	autosomes	LSK+ and Lin-	20.15518286	18.92931313	24.66746294	24.3230805	0.939178437	0.986039	0.962608719
Eef2k	chr7	autosomes	LSK+ and Lin-	24.05388798	20.15377459	18.45865887	18.39013899	0.837859335	0.996287927	0.917073631
Prkcb	chr7	autosomes	LSK+ and Lin-	27.87459283	27.56377332	40.92612769	29.84912233	0.988849361	0.729341475	0.859095418
Tnrc6a	chr7	autosomes	LSK+ and Lin-	17.98086114	15.44438706	20.38888527	14.49122485	0.858934783	0.7107414	0.784838091
Il21r	chr7	autosomes	LSK+ and Lin-	9.074352641	6.1337334	6.938610939	6.630628177	0.675941705	0.955613196	0.815777451
Spns1	chr7	autosomes	LSK+ and Lin-	6.223176048	5.322754533	6.837850295	4.350999478	0.855311579	0.636311017	0.745811298
Qprt	chr7	autosomes	LSK+ and Lin-	2.25672495	1.699509246	1.765794071	0	0.753086568	0	0.376543284
Kat8	chr7	autosomes	LSK+ and Lin-	8.387269175	6.075017803	10.43271759	7.96877243	0.724314157	0.763825184	0.74406967
BC017158	chr7	autosomes	LSK+ and Lin-	8.144638301	5.228185493	6.49572429	6.02286445	0.641917455	0.927204447	0.784560951
Zranb1	chr7	autosomes	LSK+ and Lin-	19.39643375	16.08125853	16.52358584	14.69642224	0.82908326	0.889420879	0.85925207
Ifitm5	chr7	autosomes	LSK+ and Lin-	3.867741254	0.800726566	3.397156808	2.216444116	0.207026922	0.652440921	0.429733921
Tmem80	chr7	autosomes	LSK+ and Lin-	3.912173285	2.196439986	3.982499174	3.170407509	0.561437295	0.796084913	0.678761104
Prr33	chr7	autosomes	LSK+ and Lin-	5.195859033	4.446469693	5.867920181	5.316077105	0.855771811	0.905955933	0.880863872
Phlda2	chr7	autosomes	LSK+ and Lin-	2.054769362	1.476418827	1.934177198	0.806792486	0.718532627	0.417124391	0.567828509
Fcer2a	chr8	autosomes	LSK+ and Lin-	3.471482978	2.066534454	5.545025974	4.84517844	0.595288661	0.873788232	0.734538446
Tmco3	chr8	autosomes	LSK+ and Lin-	4.469390743	2.744854044	4.380880381	2.698410795	0.614145015	0.615951717	0.615048366
Erich1	chr8	autosomes	LSK+ and Lin-	6.402412746	6.172119371	8.249535446	6.401711877	0.96403022	0.776008773	0.870019497
Kat6a	chr8	autosomes	LSK+ and Lin-	52.87643733	47.07112853	54.9018917	52.94322783	0.89020991	0.964324292	0.927267101
Letm2	chr8	autosomes	LSK+ and Lin-	4.833494529	2.658348649	4.751628649	2.629210478	0.549984826	0.553328274	0.55165655
Ddhd2	chr8	autosomes	LSK+ and Lin-	9.438463503	5.100167217	9.250360356	8.022573336	0.540359902	0.867271439	0.703815671
Rab11fip1	chr8	autosomes	LSK+ and Lin-	15.4825395	13.39399069	22.75375651	17.54330503	0.865102956	0.771006977	0.818054966
Saraf	chr8	autosomes	LSK+ and Lin-	21.48815059	20.8520962	23.24433473	20.97872888	0.970399761	0.902530837	0.936465299
Ankrd37	chr8	autosomes	LSK+ and Lin-	3.123989068	1.360674181	1.685617426	1.080589398	0.43555664	0.641064444	0.538310542
Snx25	chr8	autosomes	LSK+ and Lin-	7.353035591	5.306325576	6.394769114	4.666781007	0.721651012	0.729781001	0.725716007
Zfp930	chr8	autosomes	LSK+ and Lin-	7.431661772	5.811058349	6.907263689	5.301894602	0.781932565	0.767582481	0.774757523
D130040H23Rik	chr8	autosomes	LSK+ and Lin-	2.596381423	1.087033642	3.781136856	2.842771953	0.418672554	0.751829955	0.585251255
Slc25a42	chr8	autosomes	LSK+ and Lin-	8.787043543	7.278399169	7.376316162	7.056327568	0.828310356	0.956619458	0.892464907
Ankle1	chr8	autosomes	LSK+ and Lin-	6.46344907	3.657958345	5.482116885	4.159615308	0.565945257	0.758760785	0.662353021
Zfp617	chr8	autosomes	LSK+ and Lin-	3.13768835	2.359060518	2.501091204	0.86442052	0.751846664	0.345617353	0.548732008
Large	chr8	autosomes	LSK+ and Lin-	1.862934582	0.141838523	1.178964449	1.16916272	0.076137146	0.991686154	0.53391165
Ccdc130	chr8	autosomes	LSK+ and Lin-	5.585486472	5.518362118	7.795870917	5.913555645	0.987982362	0.758549713	0.873266037
Ier2	chr8	autosomes	LSK+ and Lin-	23.93338899	21.04375528	25.1910169	20.92897252	0.879263496	0.830810944	0.85503722
Chd9	chr8	autosomes	LSK+ and Lin-	20.22451259	17.37190897	21.43399329	19.51190584	0.858953158	0.910325275	0.884639217
Rbl2	chr8	autosomes	LSK+ and Lin-	18.61532525	18.07850904	22.80582138	19.67934784	0.971162674	0.86290897	0.917035822
Zfp90	chr8	autosomes	LSK+ and Lin-	4.167520591	1.851401308	4.332792081	4.227822086	0.44424527	0.975773129	0.710009199
Sntb2	chr8	autosomes	LSK+ and Lin-	3.886522589	2.695459606	9.56867846	5.377400515	0.693540188	0.561979435	0.627759811
Zfhx3	chr8	autosomes	LSK+ and Lin-	8.183765074	7.194719052	13.33299837	11.26709583	0.879145355	0.845053417	0.862099386
Nudt7	chr8	autosomes	LSK+ and Lin-	2.127677824	1.922790707	3.205746465	2.167750969	0.903703881	0.676207864	0.789955872
Osgin1	chr8	autosomes	LSK+ and Lin-	10.41482069	8.63683573	11.75603846	9.78953668	0.82928319	0.832724112	0.831003651
Taf1c	chr8	autosomes	LSK+ and Lin-	8.827037355	5.610292939	6.735186326	6.080456987	0.635580514	0.902789721	0.769185118
Mthfsd	chr8	autosomes	LSK+ and Lin-	7.050334778	6.136309938	5.752155004	5.091757545	0.870357243	0.885191296	0.87777427
Banp	chr8	autosomes	LSK+ and Lin-	6.952980093	5.911548106	11.81037891	8.651961615	0.850217896	0.732572738	0.791395317
Vps9d1	chr8	autosomes	LSK+ and Lin-	7.953056326	6.928753149	8.89703271	6.785716638	0.871206347	0.762694357	0.816950352
Msantd4	chr9	autosomes	LSK+ and Lin-	6.893741165	2.558209719	5.441687276	4.825995231	0.371091641	0.886856408	0.628974024
Cep126	chr9	autosomes	LSK+ and Lin-	1.15592673	0.337277066	1.725202009	0.943301559	0.291780662	0.546777452	0.419279057
Zfp653	chr9	autosomes	LSK+ and Lin-	3.436619935	3.05223191	4.173958949	2.820711869	0.888149393	0.67578812	0.781968756
Gm16845	chr9	autosomes	LSK+ and Lin-	1.779512362	1.090800929	2.881933691	0.755428368	0.612977439	0.26212552	0.437551479
Zfp810	chr9	autosomes	LSK+ and Lin-	3.842603592	2.556880499	3.354912349	2.15113814	0.665403141	0.641190564	0.653296852
Jam3	chr9	autosomes	LSK+ and Lin-	1.745186742	0.240150226	2.37040813	1.336677877	0.13760718	0.563901996	0.350754588
Zbtb44	chr9	autosomes	LSK+ and Lin-	14.20939516	11.21487738	13.65441343	11.48173083	0.7892579	0.840880561	0.81506923
Gramd1b	chr9	autosomes	LSK+ and Lin-	10.23946843	9.885586931	16.96136835	12.05935231	0.965439466	0.710989353	0.838214409
