Column1	gene_name	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	seqnames	start	end	width	strand	source	type	score	phase	gene_id	transcript_id	exon_number	exon_id
9741	ZBTB34	422.3853033	0.328812191	0.195514765	1.681776775	0.092612134	0.2453516	chr9	126860639	126885877	25239	+	refGene	transcript	NA	NA	ZBTB34	NM_001099270	NA	NA
9742	SNHG16	3303.045141	-0.119379424	0.140859503	-0.847507067	0.39671255	0.623312319	chr17	76557764	76565348	7585	+	refGene	transcript	NA	NA	SNHG16	NR_038111	NA	NA
9743	CCS	468.7771665	-0.329036239	0.138265881	-2.379735589	0.017325064	0.070923275	chr11	66593185	66606019	12835	+	refGene	transcript	NA	NA	CCS	NM_005125	NA	NA
9744	MRPS31	393.8204768	0.493497463	0.160429805	3.076095881	0.002097304	0.012515631	chr13	40729128	40771190	42063	-	refGene	transcript	NA	NA	MRPS31	NM_005830	NA	NA
9745	FAM76B	553.1551942	-0.338155448	0.160365323	-2.108656918	0.034974206	0.121162738	chr11	95768953	95789782	20830	-	refGene	transcript	NA	NA	FAM76B	NM_144664	NA	NA
9746	ZC3H11A	5698.148715	-0.092192562	0.089127891	-1.034385094	0.30095617	0.530375597	chr1	203795537	203854128	58592	+	refGene	transcript	NA	NA	ZC3H11A	NM_001350262	NA	NA
9747	TMPPE	205.8998498	-0.218118183	0.224228809	-0.972748255	0.330678436	0.560968101	chr3	33090423	33097146	6724	-	refGene	transcript	NA	NA	TMPPE	NM_001136238	NA	NA
9748	TCEAL1	201.9154275	-0.828247907	0.203282957	-4.07435979	0.0000461	0.000447539	chrX	103628975	103630948	1974	+	refGene	transcript	NA	NA	TCEAL1	NM_004780	NA	NA
9749	ANKRD20A5P	31.53148814	0.162480822	0.407685312	0.398544703	0.690228713	0.844207288	chr18	14179097	14227050	47954	+	refGene	transcript	NA	NA	ANKRD20A5P	NR_040113	NA	NA
9750	ZNF814	756.2360554	-0.574026759	0.238886993	-2.402921786	0.016264666	0.067519414	chr19	57869381	57889037	19657	-	refGene	transcript	NA	NA	ZNF814	NM_001144989	NA	NA
9751	SENP3	282.056017	-0.06081137	0.193562847	-0.314168607	0.753392984	0.882341557	chr17	7561919	7571969	10051	+	refGene	transcript	NA	NA	SENP3	NM_015670	NA	NA
9752	C11orf58	2968.450121	-0.169602532	0.119902959	-1.41449831	0.157215643	0.351184138	chr11	16738647	16758340	19694	+	refGene	transcript	NA	NA	C11orf58	NM_014267	NA	NA
9753	NFS1	632.4287756	0.268338185	0.107786604	2.489531856	0.012791145	0.05577231	chr20	35668052	35699352	31301	-	refGene	transcript	NA	NA	NFS1	NM_021100	NA	NA
9754	BTBD19	9.919239501	1.043428422	0.79763441	1.308153721	0.190821175	0.398329859	chr1	44808482	44814129	5648	+	refGene	transcript	NA	NA	BTBD19	NM_001136537	NA	NA
9755	PHF7	98.57700796	0.404627866	0.198932435	2.033996448	0.041951954	0.13837108	chr3	52410660	52423641	12982	+	refGene	transcript	NA	NA	PHF7	NM_016483	NA	NA
9756	SLC9A1	148.6928509	0.530036885	0.437161054	1.212452206	0.225339327	0.445446142	chr1	27098809	27155125	56317	-	refGene	transcript	NA	NA	SLC9A1	NM_003047	NA	NA
9757	TMEM241	215.0285289	0.208559649	0.172344401	1.210133015	0.226227857	0.44634875	chr18	23296015	23437969	141955	-	refGene	transcript	NA	NA	TMEM241	NM_001318834	NA	NA
9758	PTPN1	1127.2634	-0.201151146	0.097650946	-2.059899622	0.039408138	0.1326291	chr20	50510321	50584762	74442	+	refGene	transcript	NA	NA	PTPN1	NM_001278618	NA	NA
9759	RGPD3	534.6642812	-0.028636354	0.167400953	-0.171064462	0.864173079	0.936333941	chr2	106404680	106468345	63666	-	refGene	transcript	NA	NA	RGPD3	NM_001144013	NA	NA
9760	PCDHB8	10.74601076	-1.176428726	0.614960364	-1.91301553	0.055746064	0.170869084	chr5	141177790	141180539	2750	+	refGene	transcript	NA	NA	PCDHB8	NM_019120	NA	NA
9761	PCDHB9	46.50638155	-0.333594926	0.297412902	-1.121655865	0.262008789	0.487426644	chr5	141187161	141191540	4380	+	refGene	transcript	NA	NA	PCDHB9	NM_019119	NA	NA
9762	SLC39A9	1374.772493	-0.212782291	0.160940664	-1.322116402	0.186129393	0.391985166	chr14	69398692	69462390	63699	+	refGene	transcript	NA	NA	SLC39A9	NM_001252148	NA	NA
9763	C1orf131	336.9768863	0.033211698	0.172978485	0.191999009	0.847742982	0.928915899	chr1	231223765	231241175	17411	-	refGene	transcript	NA	NA	C1orf131	NM_001300830	NA	NA
9764	RRM2B	923.8244159	-0.619846552	0.13907254	-4.45700175	0.00000831	0.0000953	chr8	102204502	102238961	34460	-	refGene	transcript	NA	NA	RRM2B	NM_001172478	NA	NA
9765	MYDGF	839.4940362	0.398507898	0.110989565	3.590498781	0.000330046	0.002573983	chr19	4657545	4670342	12798	-	refGene	transcript	NA	NA	MYDGF	NM_019107	NA	NA
9766	SPPL2A	1798.631394	-0.166902673	0.130601256	-1.277956111	0.201264902	0.413288618	chr15	50702268	50765706	63439	-	refGene	transcript	NA	NA	SPPL2A	NM_032802	NA	NA
9767	RNF146	584.4813354	-0.31580547	0.137644472	-2.29435637	0.021770037	0.084757207	chr6	127266838	127288560	21723	+	refGene	transcript	NA	NA	RNF146	NM_001242845	NA	NA
9768	MAN2C1	1011.0486	0.089236219	0.350630412	0.254502223	0.799107587	0.905890408	chr15	75355792	75368627	12836	-	refGene	transcript	NA	NA	MAN2C1	NM_001256496	NA	NA
9769	MON2	3847.138609	0.220429385	0.218799261	1.00745032	0.31371842	0.543652513	chr12	62466826	62600476	133651	+	refGene	transcript	NA	NA	MON2	NM_001278471	NA	NA
9770	RAB11FIP3	1119.73461	0.396045858	0.158878124	2.492765196	0.012675264	0.055432884	chr16	24795	125679	100885	+	refGene	transcript	NA	NA	RAB11FIP3	NM_014700	NA	NA
9771	ABCA10	18.41972062	-1.396272303	0.745049759	-1.874065842	0.060921351	0.182168514	chr17	69148007	69244815	96809	-	refGene	transcript	NA	NA	ABCA10	NM_080282	NA	NA
9772	RAB3IL1	22.68089804	0.494177351	0.531849576	0.929167519	0.352802277	0.582258534	chr11	61897301	61920284	22984	-	refGene	transcript	NA	NA	RAB3IL1	NM_001271686	NA	NA
9773	SDK2	14.91929941	-2.842220094	1.192005804	-2.38440122	0.01710694	0.07029165	chr17	73334384	73644445	310062	-	refGene	transcript	NA	NA	SDK2	NM_001144952	NA	NA
9774	DDX60	320.2718084	0.29320995	0.28298874	1.036118787	0.300146729	0.529286182	chr4	168216294	168318752	102459	-	refGene	transcript	NA	NA	DDX60	NM_017631	NA	NA
9775	MYO1F	12.61495335	-0.106849322	0.480861248	-0.222204061	0.824155033	0.917035556	chr19	8520788	8577442	56655	-	refGene	transcript	NA	NA	MYO1F	NM_001348355	NA	NA
9776	ZNF271P	575.7407121	0.161261423	0.161386089	0.999227528	0.317684483	0.547357077	chr18	35290272	35310766	20495	+	refGene	transcript	NA	NA	ZNF271P	NR_024565	NA	NA
9777	SLC18B1	898.8998535	-0.291147859	0.150126064	-1.939355836	0.052458024	0.163502507	chr6	132769370	132798637	29268	-	refGene	transcript	NA	NA	SLC18B1	NM_052831	NA	NA
9778	MIR3975	3.041180501	0.370117442	1.402821398	0.263837893	0.791904835	0.901929536	chr18	35591737	35591806	70	+	refGene	transcript	NA	NA	MIR3975	NR_039771	NA	NA
9779	C18orf21	149.615345	-0.431464272	0.188086269	-2.293970069	0.021792218	0.084757207	chr18	35972625	35979287	6663	+	refGene	transcript	NA	NA	C18orf21	NM_001201474	NA	NA
9780	RNF187	2354.660478	0.392332658	0.096865174	4.050296329	0.0000512	0.00049096	chr1	78581	87387	8807	+	refGene	transcript	NA	NA	RNF187	NM_001010858	NA	NA
9781	RXYLT1	335.5847484	0.355206007	0.174705423	2.033171043	0.042035246	0.138590456	chr12	63780126	63809558	29433	+	refGene	transcript	NA	NA	RXYLT1	NM_001278237	NA	NA
9782	SNX2	1541.80636	-0.193287299	0.195681891	-0.987762836	0.323268813	0.553514486	chr5	122774996	122834539	59544	+	refGene	transcript	NA	NA	SNX2	NM_001278199	NA	NA
9783	MLF2	3112.414097	0.036732683	0.204890422	0.17927965	0.857718125	0.933296858	chr12	6747992	6752916	4925	-	refGene	transcript	NA	NA	MLF2	NM_005439	NA	NA
9784	LOC101927809	16.55633296	-0.189283329	0.505456497	-0.37447996	0.708047264	0.854811044	chr18	36180001	36187435	7435	-	refGene	transcript	NA	NA	LOC101927809	NR_134605	NA	NA
9785	GRINA	1472.705007	0.261333592	0.132529805	1.971885434	0.048622686	0.155184659	chr8	143990058	143993415	3358	+	refGene	transcript	NA	NA	GRINA	NM_000837	NA	NA
9786	SLC36A1	298.857164	0.575983119	0.330834125	1.74100274	0.081683098	0.225211387	chr5	151447603	151492379	44777	+	refGene	transcript	NA	NA	SLC36A1	NM_001349740	NA	NA
9787	PCDHGB5	17.44477931	-0.104107628	0.428531366	-0.242940508	0.808051484	0.909378796	chr5	141398128	141400584	2457	+	refGene	transcript	NA	NA	PCDHGB5	NM_032099	NA	NA
9788	AGO3	1280.215602	-0.051327812	0.11567358	-0.44372978	0.657237962	0.823879234	chr1	35931105	36072499	141395	+	refGene	transcript	NA	NA	AGO3	NM_024852	NA	NA
9789	TAF1L	2.860870025	-0.249574575	0.866059963	-0.288172397	0.773214777	0.892769586	chr9	32629454	32635669	6216	-	refGene	transcript	NA	NA	TAF1L	NM_153809	NA	NA
9790	CANT1	705.079121	-0.145394402	0.13607457	-1.068490623	0.285299258	0.512961047	chr17	78991716	79009764	18049	-	refGene	transcript	NA	NA	CANT1	NM_138793	NA	NA
9791	PHB2	3054.85542	0.183426995	0.166690998	1.100401326	0.271157301	0.498653805	chr12	6965352	6970753	5402	-	refGene	transcript	NA	NA	PHB2	NM_001267700	NA	NA
9792	MINPP1	505.0453899	-0.097296123	0.16504172	-0.589524412	0.555509541	0.753729801	chr10	87507833	87553461	45629	+	refGene	transcript	NA	NA	MINPP1	NM_001178118	NA	NA
9793	PRKCSH	2737.353802	0.32903718	0.109089261	3.016219712	0.002559477	0.014819641	chr19	11435257	11450967	15711	+	refGene	transcript	NA	NA	PRKCSH	NM_001289104	NA	NA
9794	IDH2	708.3582938	0.569654509	0.322379309	1.767031856	0.077222893	0.216454735	chr15	90083046	90102468	19423	-	refGene	transcript	NA	NA	IDH2	NM_001290114	NA	NA
9795	RANBP10	783.107812	-0.173610932	0.152574527	-1.137876256	0.255172157	0.479187551	chr16	67723070	67806560	83491	-	refGene	transcript	NA	NA	RANBP10	NM_001320240	NA	NA
9796	PDZRN3	61.66364138	1.189601736	0.31347541	3.794880554	0.000147715	0.00126226	chr3	73382431	73561580	179150	-	refGene	transcript	NA	NA	PDZRN3	NM_001303140	NA	NA
9797	KIF21B	18.69949806	-1.13575593	0.452722738	-2.508722968	0.012116847	0.053543628	chr1	200969390	201023714	54325	-	refGene	transcript	NA	NA	KIF21B	NM_001252102	NA	NA
9798	MTG1	638.329244	0.417234424	0.210782986	1.979450203	0.047765341	0.152875005	chr10	133394157	133422520	28364	+	refGene	transcript	NA	NA	MTG1	NM_138384	NA	NA
9799	MINK1	1388.381506	0.310187931	0.148469893	2.089231191	0.036686917	0.125568689	chr17	4833340	4898061	64722	+	refGene	transcript	NA	NA	MINK1	NM_153827	NA	NA
9800	DPP3	882.5329571	0.56476999	0.106636243	5.296229277	0.000000118	0.00000196	chr11	66480434	66509657	29224	+	refGene	transcript	NA	NA	DPP3	NM_130443	NA	NA
9801	MIR924HG	27.44459843	-0.155786729	0.292245378	-0.533068239	0.593986344	0.782725683	chr18	39206924	39751995	545072	-	refGene	transcript	NA	NA	MIR924HG	NR_024391	NA	NA
9802	TAS2R5	16.98760877	-1.39333579	0.782514662	-1.780587454	0.074979871	0.2118935	chr7	141790217	141791367	1151	+	refGene	transcript	NA	NA	TAS2R5	NM_018980	NA	NA
9803	IQSEC1	449.9565003	0.296804702	0.255881558	1.159930027	0.246077296	0.469365448	chr3	12897043	12987101	90059	-	refGene	transcript	NA	NA	IQSEC1	NM_001330619	NA	NA
9804	PCNX2	561.5862596	0.239832613	0.164802407	1.455273733	0.145593495	0.334573366	chr1	233294000	233295725	1726	-	refGene	transcript	NA	NA	PCNX2	NM_001328607	NA	NA
9805	RGS10	515.6943271	0.002391816	0.139361101	0.017162725	0.986306799	0.996563231	chr10	119499827	119536533	36707	-	refGene	transcript	NA	NA	RGS10	NM_002925	NA	NA
9806	RIOK1	646.3026402	-0.331465642	0.247195911	-1.340902605	0.179952076	0.383379845	chr6	7389829	7418037	28209	+	refGene	transcript	NA	NA	RIOK1	NM_001348194	NA	NA
9807	FA2H	22.47708051	-0.924045316	0.536790615	-1.721425989	0.085173552	0.231397488	chr16	74712971	74774820	61850	-	refGene	transcript	NA	NA	FA2H	NM_024306	NA	NA
9808	GPRASP1	132.3979604	-0.159271319	0.263456192	-0.604545742	0.545480867	0.747056875	chrX	102651483	102659082	7600	+	refGene	transcript	NA	NA	GPRASP1	NM_001184727	NA	NA
9809	ANXA4	624.5173887	0.123691499	0.14993903	0.824945309	0.409402641	0.635023391	chr2	69742134	69827112	84979	+	refGene	transcript	NA	NA	ANXA4	NM_001320702	NA	NA
9810	C18orf25	401.4384845	0.055161959	0.11713612	0.470921856	0.63769654	0.810890796	chr18	46174022	46266992	92971	+	refGene	transcript	NA	NA	C18orf25	NM_001008239	NA	NA
9811	THAP6	343.9711963	-0.440522569	0.143695135	-3.065674903	0.002171793	0.012899561	chr4	75514473	75530026	15554	+	refGene	transcript	NA	NA	THAP6	NM_144721	NA	NA
9812	RNF165	40.87395657	-1.945309552	0.739544725	-2.630415019	0.008528069	0.040018932	chr18	46334224	46337651	3428	+	refGene	transcript	NA	NA	RNF165	NR_046357	NA	NA
9813	ASF1A	529.1815291	0.028937717	0.234212476	0.123553268	0.901668996	0.956045422	chr6	118894152	118909170	15019	+	refGene	transcript	NA	NA	ASF1A	NM_014034	NA	NA
9814	ETFDH	328.8182398	0.060460734	0.129862885	0.465573626	0.641520725	0.813436657	chr4	158682108	158708713	26606	+	refGene	transcript	NA	NA	ETFDH	NM_001281738	NA	NA
9815	ALS2CL	148.3479147	2.725505644	0.404981933	6.729943787	1.7E-11	4.97E-10	chr3	46668995	46693679	24685	-	refGene	transcript	NA	NA	ALS2CL	NM_001190707	NA	NA
9816	CCRL2	9.887030169	3.212135818	1.050753734	3.05698254	0.002235773	0.013208333	chr3	46407615	46409523	1909	+	refGene	transcript	NA	NA	CCRL2	NM_001130910	NA	NA
9817	MGME1	846.9004155	-0.189789003	0.199019971	-0.953617882	0.340277101	0.57074504	chr20	17969018	17991122	22105	+	refGene	transcript	NA	NA	MGME1	NM_001310339	NA	NA
9818	KCNAB2	298.2084794	0.705162671	0.208047059	3.38943831	0.00070036	0.004916507	chr1	6026333	6101180	74848	+	refGene	transcript	NA	NA	KCNAB2	NM_172130	NA	NA
9819	CSPG5	142.6050929	-1.008094383	0.248317829	-4.059693929	0.0000491	0.000472987	chr3	47562238	47578865	16628	-	refGene	transcript	NA	NA	CSPG5	NM_001206943	NA	NA
9820	SLC19A2	513.5621922	-0.131365914	0.214157805	-0.613407078	0.539607207	0.742928758	chr1	169463911	169485970	22060	-	refGene	transcript	NA	NA	SLC19A2	NM_001319667	NA	NA
9821	C15orf41	362.7655232	-0.064735166	0.102044588	-0.634381178	0.52583209	0.732413734	chr15	36579626	36747241	167616	+	refGene	transcript	NA	NA	C15orf41	NM_001290233	NA	NA
9822	CDK17	541.1622548	0.053121952	0.122843395	0.432436367	0.665424292	0.829104408	chr12	96278261	96400439	122179	-	refGene	transcript	NA	NA	CDK17	NM_002595	NA	NA
9823	FMNL1	257.7745837	0.90741949	0.201194197	4.510167313	0.00000648	0.0000762	chr17	45221885	45247316	25432	+	refGene	transcript	NA	NA	FMNL1	NM_005892	NA	NA
9824	KATNAL2	34.92308865	0.001259787	0.278312974	0.004526511	0.996388379	0.999899347	chr18	46917594	47098949	181356	+	refGene	transcript	NA	NA	KATNAL2	NM_001353901	NA	NA
9825	MITD1	402.3274573	-0.976167329	0.251108193	-3.887437189	0.000101308	0.000909461	chr2	99169263	99181058	11796	-	refGene	transcript	NA	NA	MITD1	NM_138798	NA	NA
9826	RIMBP3	129.8841622	0.391399441	0.448411075	0.87285855	0.382740182	0.610123752	chr22	18605815	18611919	6105	-	refGene	transcript	NA	NA	RIMBP3	NM_015672	NA	NA
9827	SNORD58C	15.40957248	-0.586166662	0.452169303	-1.296343334	0.194857225	0.403795214	chr18	49489235	49489324	90	-	refGene	transcript	NA	NA	SNORD58C	NR_003701	NA	NA
9828	SNORD58A	9.976264983	0.082777173	0.571902199	0.144740086	0.884916089	0.947313283	chr18	49491283	49491347	65	-	refGene	transcript	NA	NA	SNORD58A	NR_002571	NA	NA
9829	ZNF839	371.7967201	-0.007505506	0.236797989	-0.031695818	0.97471463	0.99201086	chr14	102319298	102343174	23877	+	refGene	transcript	NA	NA	ZNF839	NM_001267828	NA	NA
9830	SCARNA17	266.1811103	0.008133119	0.193393593	0.04205475	0.966455053	0.987822573	chr18	49814023	49814443	421	+	refGene	transcript	NA	NA	SCARNA17	NR_003003	NA	NA
9831	DNAJC5	1403.802061	0.417207228	0.191495302	2.178681268	0.029355354	0.105802257	chr20	63895126	63936010	40885	+	refGene	transcript	NA	NA	DNAJC5	NM_025219	NA	NA
9832	TSPAN3	1292.291781	0.191542482	0.160869897	1.190667032	0.233784325	0.455145731	chr15	77041404	77071109	29706	-	refGene	transcript	NA	NA	TSPAN3	NM_001168412	NA	NA
9833	C1GALT1C1	345.3452199	0.0664635	0.16699477	0.397997495	0.690632032	0.844387882	chrX	120625674	120630054	4381	-	refGene	transcript	NA	NA	C1GALT1C1	NM_001011551	NA	NA
9834	DDX56	1904.679089	0.173529292	0.140347349	1.236427287	0.216299778	0.43428221	chr7	44565417	44574538	9122	-	refGene	transcript	NA	NA	DDX56	NM_001257189	NA	NA
9835	TNFAIP8L1	221.370093	0.377628744	0.19555737	1.931038162	0.053478333	0.165826001	chr19	4640017	4655568	15552	+	refGene	transcript	NA	NA	TNFAIP8L1	NM_001167942	NA	NA
9836	KIF5C	565.3485503	-2.00327989	0.341289907	-5.869730832	4.37E-09	8.87E-08	chr2	148947875	149026759	78885	+	refGene	transcript	NA	NA	KIF5C	NR_111932	NA	NA
9837	ZNF136	264.7863346	0.046097437	0.188374472	0.244711697	0.806679671	0.909023799	chr19	12163096	12189871	26776	+	refGene	transcript	NA	NA	ZNF136	NM_003437	NA	NA
9838	CTSV	333.5951601	-0.338154589	0.2901527	-1.165436645	0.243842291	0.466719232	chr9	97029677	97039142	9466	-	refGene	transcript	NA	NA	CTSV	NM_001333	NA	NA
9839	CHCHD2	5822.520715	0.065587381	0.141879116	0.462276503	0.643883048	0.81511804	chr7	56101562	56106630	5069	-	refGene	transcript	NA	NA	CHCHD2	NM_001320327	NA	NA
9840	SNORA37	39.0982431	-0.423000728	0.343364149	-1.231930384	0.21797509	0.436108593	chr18	54222284	54222412	129	-	refGene	transcript	NA	NA	SNORA37	NR_002970	NA	NA
9841	CDC25A	894.4002098	-0.153751362	0.222080455	-0.692322799	0.488734635	0.704034583	chr3	48157146	48188417	31272	-	refGene	transcript	NA	NA	CDC25A	NM_201567	NA	NA
9842	NAA30	884.7272241	-0.2336652	0.116706979	-2.002152749	0.045268306	0.146702349	chr14	57390586	57415905	25320	+	refGene	transcript	NA	NA	NAA30	NM_001011713	NA	NA
9843	DNAH12	13.85972817	-0.60235429	0.69060895	-0.872207476	0.383095202	0.610512932	chr3	57293700	57544344	250645	-	refGene	transcript	NA	NA	DNAH12	NM_001366028	NA	NA
9844	UBXN6	889.8381249	-0.43682345	0.144524143	-3.022494646	0.002507005	0.014581236	chr19	4445006	4455301	10296	-	refGene	transcript	NA	NA	UBXN6	NM_001171091	NA	NA
9845	PSMB9	729.0201741	0.461892015	0.304300269	1.517882376	0.129044054	0.308187056	chr6	32854192	32859851	5660	+	refGene	transcript	NA	NA	PSMB9	NM_002800	NA	NA
9846	DDI2	1001.8854	0.148353899	0.174659167	0.849390856	0.39566384	0.622628268	chr1	15617458	15669044	51587	+	refGene	transcript	NA	NA	DDI2	NM_032341	NA	NA
9847	C20orf204	49.70408667	0.316446065	0.29156869	1.085322518	0.277778836	0.504880151	chr20	64033727	64039001	5275	+	refGene	transcript	NA	NA	C20orf204	NM_001348090	NA	NA
9848	ELK3	746.0991606	0.596583416	0.151423323	3.939838353	0.0000815	0.000748649	chr12	96194375	96269824	75450	+	refGene	transcript	NA	NA	ELK3	NM_005230	NA	NA
9849	CHRM3	288.2874439	-2.096147528	0.428277314	-4.89436974	0.000000986	0.0000137	chr1	239386568	239915449	528882	+	refGene	transcript	NA	NA	CHRM3	NM_001347716	NA	NA
9850	C17orf75	313.3720086	0.036793133	0.165460682	0.222367831	0.824027552	0.917003445	chr17	32328441	32342173	13733	-	refGene	transcript	NA	NA	C17orf75	NM_022344	NA	NA
9851	ATP2B4	2681.489408	1.073328291	0.210187051	5.106538604	0.000000328	0.00000502	chr1	203626832	203733629	106798	+	refGene	transcript	NA	NA	ATP2B4	NM_001365783	NA	NA
9852	ZFP2	57.49646528	-0.066742928	0.276474626	-0.241407066	0.809239637	0.909692414	chr5	178895913	178933211	37299	+	refGene	transcript	NA	NA	ZFP2	NM_030613	NA	NA
9853	ZNF597	250.077815	-0.534282444	0.230704076	-2.315877778	0.020564943	0.081253962	chr16	3432414	3443504	11091	-	refGene	transcript	NA	NA	ZNF597	NM_152457	NA	NA
9854	LPCAT4	317.9174109	0.800235073	0.187566179	4.266414526	0.0000199	0.000210059	chr15	34358633	34367196	8564	-	refGene	transcript	NA	NA	LPCAT4	NM_153613	NA	NA
9855	FSTL1	414.421708	-0.371082531	0.181085162	-2.049215551	0.040441042	0.135086984	chr3	120392293	120450992	58700	-	refGene	transcript	NA	NA	FSTL1	NM_007085	NA	NA
9856	COPS2	2424.293264	-0.161135072	0.126154157	-1.277287057	0.201500921	0.413619016	chr15	49122727	49155599	32873	-	refGene	transcript	NA	NA	COPS2	NM_001143887	NA	NA
9857	IREB2	1419.754178	0.18098761	0.169999982	1.064633112	0.287041989	0.51525316	chr15	78438216	78501453	63238	+	refGene	transcript	NA	NA	IREB2	NM_001320941	NA	NA
9858	TMEM88	9.630878139	0.660852174	0.904194341	0.730874044	0.464856091	0.684113767	chr17	7855066	7856099	1034	+	refGene	transcript	NA	NA	TMEM88	NM_001319941	NA	NA
9859	KDM5C	6263.342111	-0.06622932	0.154465379	-0.428764817	0.668094385	0.829992709	chrX	53176277	53225207	48931	-	refGene	transcript	NA	NA	KDM5C	NM_001353979	NA	NA
9860	PTPRN2	5.127881638	-2.078849289	0.804740578	-2.583253967	0.009787325	0.044807935	chr7	157539056	158587823	1048768	-	refGene	transcript	NA	NA	PTPRN2	NM_001308267	NA	NA
9861	BAZ1A	1521.418311	-1.011057027	0.17485347	-5.78231035	7.37E-09	0.000000144	chr14	34752731	34875360	122630	-	refGene	transcript	NA	NA	BAZ1A	NM_182648	NA	NA
9862	CBWD2	1975.283074	-0.506306725	0.169483841	-2.987345123	0.002814118	0.016017784	chr2	113437691	113496204	58514	+	refGene	transcript	NA	NA	CBWD2	NM_172003	NA	NA
9863	ZNF621	1159.047434	-0.142788987	0.15816187	-0.90280285	0.366630539	0.594950706	chr3	40524960	40539782	14823	+	refGene	transcript	NA	NA	ZNF621	NM_198484	NA	NA
9864	PIDD1	266.4382695	0.222872941	0.20480905	1.088198696	0.2765074	0.503788797	chr11	799184	805231	6048	-	refGene	transcript	NA	NA	PIDD1	NM_145887	NA	NA
9865	PEA15	1234.338448	0.270642013	0.263584136	1.026776563	0.304525688	0.533816758	chr1	160205384	160215372	9989	+	refGene	transcript	NA	NA	PEA15	NM_001297578	NA	NA
9866	TPD52	2031.203312	0.04337209	0.124960743	0.347085722	0.72852692	0.867065588	chr8	80034746	80080830	46085	-	refGene	transcript	NA	NA	TPD52	NM_001025252	NA	NA
9867	LMAN1L	15.30483224	-0.765788467	0.657910936	-1.163969811	0.244436246	0.467422773	chr15	74812835	74825754	12920	+	refGene	transcript	NA	NA	LMAN1L	NM_021819	NA	NA
9868	SNX12	864.8927749	-0.056643708	0.10985299	-0.515631919	0.606111513	0.791444022	chrX	71059247	71073426	14180	-	refGene	transcript	NA	NA	SNX12	NM_001256185	NA	NA
9869	CXXC1	507.4688682	-0.004775484	0.312912097	-0.015261423	0.987823619	0.996819752	chr18	50282343	50288322	5980	-	refGene	transcript	NA	NA	CXXC1	NM_014593	NA	NA
9870	LINC01909	3.355800581	-0.542194489	0.889605458	-0.609477476	0.542207998	0.744412517	chr18	70335439	70352459	17021	+	refGene	transcript	NA	NA	LINC01909	NR_126336	NA	NA
9871	RARA	468.5306321	0.028547167	0.150543031	0.189627956	0.849600679	0.930000266	chr17	40342166	40357643	15478	+	refGene	transcript	NA	NA	RARA	NM_001024809	NA	NA
9872	TMA16	576.7677666	0.1561899	0.143098368	1.091486243	0.275058982	0.502151152	chr4	163494690	163520539	25850	+	refGene	transcript	NA	NA	TMA16	NM_018352	NA	NA
9873	FBXL17	258.0596228	0.070990032	0.176904885	0.401289272	0.688207161	0.842470271	chr5	107859037	108382098	523062	-	refGene	transcript	NA	NA	FBXL17	NM_001163315	NA	NA
9874	CBWD6	560.2717822	-0.171029161	0.205744932	-0.831267917	0.405822295	0.63161902	chr9	41131309	41189364	58056	-	refGene	transcript	NA	NA	CBWD6	NM_001085457	NA	NA
9875	MRPL24	1028.056279	-0.169368651	0.132669089	-1.276624816	0.201734736	0.413790435	chr1	156737303	156741088	3786	-	refGene	transcript	NA	NA	MRPL24	NM_024540	NA	NA
9876	GTPBP1	476.3772621	0.280080899	0.163120341	1.717020066	0.085975506	0.232772235	chr22	38705944	38733587	27644	+	refGene	transcript	NA	NA	GTPBP1	NM_004286	NA	NA
9877	ECHS1	2085.330192	-0.011160635	0.08685015	-0.128504502	0.897749736	0.954295972	chr10	133362485	133373354	10870	-	refGene	transcript	NA	NA	ECHS1	NM_004092	NA	NA
9878	LOC101927989	13.19377095	-0.967193183	0.579699671	-1.668438386	0.095228734	0.250077618	chr18	76491652	76493915	2264	+	refGene	transcript	NA	NA	LOC101927989	NR_136504	NA	NA
9879	LINC00908	61.91282211	0.531480869	0.385566949	1.378439907	0.168067509	0.366589188	chr18	76528655	76559827	31173	+	refGene	transcript	NA	NA	LINC00908	NR_015417	NA	NA
9880	LINC00683	18.88961753	-0.81374929	0.485495401	-1.676121523	0.093714392	0.247219882	chr18	76619777	76623559	3783	+	refGene	transcript	NA	NA	LINC00683	NR_120419	NA	NA
9881	ZNF236-DT	15.22586963	-0.882801336	0.60681925	-1.454801138	0.145724323	0.33468776	chr18	76794732	76822295	27564	-	refGene	transcript	NA	NA	ZNF236-DT	NR_040024	NA	NA
9882	ASPSCR1	416.3958766	0.0004934	0.175962682	0.002804006	0.99776273	1	chr17	81977629	82017406	39778	+	refGene	transcript	NA	NA	ASPSCR1	NM_001251888	NA	NA
9883	BCLAF3	160.085869	-0.289195513	0.21065363	-1.372848471	0.169799459	0.3693373	chrX	19912862	19970264	57403	-	refGene	transcript	NA	NA	BCLAF3	NM_198279	NA	NA
9884	SNRNP40	1668.94177	-0.342125537	0.103560278	-3.303636712	0.000954394	0.006411014	chr1	31259568	31296788	37221	-	refGene	transcript	NA	NA	SNRNP40	NM_004814	NA	NA
9885	TRIO	1599.853042	-0.061898155	0.159765572	-0.38743112	0.698437069	0.849162896	chr5	14143342	14510204	366863	+	refGene	transcript	NA	NA	TRIO	NM_007118	NA	NA
